unit,lat,lon,year,count
Sierra National Forest,36.829829,-119.684965,1959,2
San Bernardino CAL FIRE,34.136809,-117.29278,1959,7
Modoc National Forest,41.339102,-121.147262,1959,1
San Luis Obispo CAL FIRE,35.266778,-120.659441,1959,1
Sonoma CDF (old),38.290522,-122.459658,1959,9
Klamath National Forest,41.336017,-122.841974,1959,2
Siskiyou CAL FIRE,41.702654,-122.641241,1959,4
Channel Islands - NPS,33.986645,-119.911155,1959,1
Yosemite National Park,37.58395,-119.695053,1959,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1959,1
Plumas National Forest,39.937816,-120.94114,1959,4
Los Angeles County,34.05513,-118.25703,1959,9
Eldorado National Forest,38.721085,-120.829644,1959,3
Riverside CAL FIRE,33.496892,-117.1504,1959,4
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1959,5
Butte CAL FIRE,36.01296,-116.830549,1959,4
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1959,6
Orange County,33.802647,-117.84931,1959,2
San Diego CAL FIRE,32.72793,-117.15529,1959,3
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1959,10
Sequoia National Forest,36.032162,-119.078781,1959,1
Los Padres National Forest,34.768611,-120.061716,1959,1
Mendocino CAL FIRE,39.345892,-123.319092,1959,8
Ventura County,34.27834,-119.29317,1959,3
San Bernardino National Forest,34.090473,-117.260245,1960,5
San Luis Obispo CAL FIRE,35.266778,-120.659441,1960,2
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1960,3
Sequoia - Kings Canyon NP,36.49042,-118.82488,1960,1
Yosemite National Park,37.58395,-119.695053,1960,2
Los Padres National Forest,34.768611,-120.061716,1960,3
Cleveland National Forest,33.022118,-117.094959,1960,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1960,3
Butte CAL FIRE,36.01296,-116.830549,1960,2
Sequoia National Forest,36.032162,-119.078781,1960,2
Santa Clara CAL FIRE,37.356651,-121.961118,1960,2
Los Angeles County,34.05513,-118.25703,1960,11
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1960,1
Plumas National Forest,39.937816,-120.94114,1960,4
Mendocino CAL FIRE,39.345892,-123.319092,1960,2
San Diego CAL FIRE,32.72793,-117.15529,1960,1
Sonoma CDF (old),38.290522,-122.459658,1960,2
Inyo National Forest,37.313458,-118.139056,1960,1
Eldorado National Forest,38.721085,-120.829644,1960,2
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1960,2
Riverside CAL FIRE,33.496892,-117.1504,1960,5
Tahoe National Forest,39.301182,-120.678146,1960,9
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1960,12
Modoc National Forest,41.339102,-121.147262,1960,1
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1960,2
San Bernardino CAL FIRE,34.136809,-117.29278,1960,5
Stanislaus National Forest,38.036256,-120.283203,1960,3
Ventura County,34.27834,-119.29317,1961,1
Eldorado National Forest,38.721085,-120.829644,1961,1
Klamath National Forest,41.336017,-122.841974,1961,2
Toiyabe National Forest,38.62689,-119.3935,1961,1
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1961,9
San Bernardino CAL FIRE,34.136809,-117.29278,1961,2
San Diego CAL FIRE,32.72793,-117.15529,1961,2
San Bernardino National Forest,34.090473,-117.260245,1961,1
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1961,2
Modoc National Forest,41.339102,-121.147262,1961,1
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1961,8
Yosemite National Park,37.58395,-119.695053,1961,1
San Luis Obispo CAL FIRE,35.266778,-120.659441,1961,3
Lassen National Forest,40.20725,-120.90771,1961,1
Mendocino CAL FIRE,39.345892,-123.319092,1961,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1961,3
Orange County,33.802647,-117.84931,1961,2
Inyo National Forest,37.313458,-118.139056,1961,1
Sonoma CDF (old),38.290522,-122.459658,1961,5
Stanislaus National Forest,38.036256,-120.283203,1961,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1961,10
Sequoia National Forest,36.032162,-119.078781,1961,3
Six Rivers National Forest,41.840065,-123.997312,1961,2
Sequoia - Kings Canyon NP,36.49042,-118.82488,1961,1
Butte CAL FIRE,36.01296,-116.830549,1961,7
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1961,1
Santa Clara CAL FIRE,37.356651,-121.961118,1961,8
Sierra National Forest,36.829829,-119.684965,1961,3
Tahoe National Forest,39.301182,-120.678146,1961,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1961,18
Shasta-Trinity National Forest,40.520709,-122.301395,1961,1
Los Padres National Forest,34.768611,-120.061716,1961,1
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1961,2
Cleveland National Forest,33.022118,-117.094959,1961,2
Fresno-Kings CAL FIRE,36.75156,-119.800612,1961,2
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1961,2
Los Angeles County,34.05513,-118.25703,1961,7
Riverside CAL FIRE,33.496892,-117.1504,1961,2
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1961,3
San Bernardino CAL FIRE,34.136809,-117.29278,1962,1
San Luis Obispo CAL FIRE,35.266778,-120.659441,1962,1
Klamath National Forest,41.336017,-122.841974,1962,2
San Mateo - Santa Cruz CAL FIRE,37.562052,-122.308504,1962,4
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1962,5
Sierra National Forest,36.829829,-119.684965,1962,3
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1962,2
Modoc National Forest,41.339102,-121.147262,1962,1
Stanislaus National Forest,38.036256,-120.283203,1962,2
Ventura County,34.27834,-119.29317,1962,3
Santa Clara CAL FIRE,37.356651,-121.961118,1962,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1962,1
Fresno-Kings CAL FIRE,36.75156,-119.800612,1962,5
Los Angeles County,34.05513,-118.25703,1962,9
Sonoma CDF (old),38.290522,-122.459658,1962,1
Cleveland National Forest,33.022118,-117.094959,1962,3
San Bernardino National Forest,34.090473,-117.260245,1962,1
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1962,4
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1962,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1962,3
Riverside CAL FIRE,33.496892,-117.1504,1962,10
Sequoia National Forest,36.032162,-119.078781,1962,4
San Diego CAL FIRE,32.72793,-117.15529,1962,3
Inyo National Forest,37.313458,-118.139056,1962,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1962,8
Tulare County,36.210334,-119.335214,1963,3
Los Padres National Forest,34.768611,-120.061716,1963,1
Northern CA District - BLM,33.913568,-117.263252,1963,1
Los Angeles County,34.05513,-118.25703,1963,6
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1963,2
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1963,1
San Luis Obispo CAL FIRE,35.266778,-120.659441,1963,3
Fresno-Kings CAL FIRE,36.75156,-119.800612,1963,1
Cleveland National Forest,33.022118,-117.094959,1963,3
Sonoma CDF (old),38.290522,-122.459658,1963,1
Modoc National Forest,41.339102,-121.147262,1963,3
Pinnacles National Park,36.499123,-121.116237,1963,1
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1963,4
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1963,1
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1963,2
Ventura County,34.27834,-119.29317,1963,3
Lassen National Forest,40.20725,-120.90771,1963,2
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1963,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1963,2
Kern County,35.304076,-118.730207,1963,1
Klamath National Forest,41.336017,-122.841974,1963,1
Butte CAL FIRE,36.01296,-116.830549,1963,1
Riverside CAL FIRE,33.496892,-117.1504,1963,4
San Bernardino National Forest,34.090473,-117.260245,1963,2
Los Padres National Forest,34.768611,-120.061716,1964,3
Ventura County,34.27834,-119.29317,1964,1
Santa Barbara County,34.389656,-119.702652,1964,1
San Bernardino CAL FIRE,34.136809,-117.29278,1964,2
Sonoma CDF (old),38.290522,-122.459658,1964,3
Sequoia National Forest,36.032162,-119.078781,1964,2
Plumas National Forest,39.937816,-120.94114,1964,4
Toiyabe National Forest,38.62689,-119.3935,1964,4
San Mateo - Santa Cruz CAL FIRE,37.562052,-122.308504,1964,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1964,4
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1964,3
Riverside CAL FIRE,33.496892,-117.1504,1964,1
Santa Clara CAL FIRE,37.356651,-121.961118,1964,2
San Diego CAL FIRE,32.72793,-117.15529,1964,2
San Bernardino National Forest,34.090473,-117.260245,1964,3
Cleveland National Forest,33.022118,-117.094959,1964,3
Sierra National Forest,36.829829,-119.684965,1964,3
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1964,6
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1964,3
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1964,3
Modoc National Forest,41.339102,-121.147262,1964,1
Kern County,35.304076,-118.730207,1964,2
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1964,11
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1964,6
Lassen National Forest,40.20725,-120.90771,1964,1
Butte CAL FIRE,36.01296,-116.830549,1964,4
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1964,2
Los Angeles County,34.05513,-118.25703,1964,8
Fresno-Kings CAL FIRE,36.75156,-119.800612,1964,1
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1964,3
Mendocino CAL FIRE,39.345892,-123.319092,1964,3
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1964,4
Sequoia National Forest,36.032162,-119.078781,1965,1
Los Angeles County,34.05513,-118.25703,1965,3
Cleveland National Forest,33.022118,-117.094959,1965,1
Klamath National Forest,41.336017,-122.841974,1965,1
Santa Barbara County,34.389656,-119.702652,1965,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1965,2
Kern County,35.304076,-118.730207,1965,4
Sonoma CDF (old),38.290522,-122.459658,1965,8
Riverside CAL FIRE,33.496892,-117.1504,1965,5
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1965,3
Los Padres National Forest,34.768611,-120.061716,1965,2
Toiyabe National Forest,38.62689,-119.3935,1965,1
Six Rivers National Forest,41.840065,-123.997312,1965,1
San Diego CAL FIRE,32.72793,-117.15529,1965,2
Stanislaus National Forest,38.036256,-120.283203,1965,1
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1965,2
Santa Clara CAL FIRE,37.356651,-121.961118,1965,1
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1965,1
San Bernardino National Forest,34.090473,-117.260245,1965,1
Inyo National Forest,37.313458,-118.139056,1966,1
Tahoe National Forest,39.301182,-120.678146,1966,1
Yosemite National Park,37.58395,-119.695053,1966,1
Eldorado National Forest,38.721085,-120.829644,1966,1
Sonoma CDF (old),38.290522,-122.459658,1966,1
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1966,1
Mendocino National Forest,39.172201,-122.90607,1966,2
Ventura County,34.27834,-119.29317,1966,1
Kern County,35.304076,-118.730207,1966,3
San Diego CAL FIRE,32.72793,-117.15529,1966,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1966,5
Riverside CAL FIRE,33.496892,-117.1504,1966,5
San Luis Obispo CAL FIRE,35.266778,-120.659441,1966,4
Toiyabe National Forest,38.62689,-119.3935,1966,1
San Bernardino National Forest,34.090473,-117.260245,1966,1
Shasta-Trinity National Forest,40.520709,-122.301395,1966,1
Marin County,37.87136,-122.513604,1966,2
Los Angeles County,34.05513,-118.25703,1966,5
Tulare County,36.210334,-119.335214,1966,1
Lassen National Forest,40.20725,-120.90771,1966,2
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1966,4
Santa Barbara County,34.389656,-119.702652,1966,3
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1966,2
Butte CAL FIRE,36.01296,-116.830549,1966,6
Northern CA District - BLM,33.913568,-117.263252,1966,1
Stanislaus National Forest,38.036256,-120.283203,1966,2
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1966,5
Sierra National Forest,36.829829,-119.684965,1966,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1966,5
Santa Clara CAL FIRE,37.356651,-121.961118,1966,6
Los Padres National Forest,34.768611,-120.061716,1966,4
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1966,1
Cleveland National Forest,33.022118,-117.094959,1966,1
Klamath National Forest,41.336017,-122.841974,1966,1
Plumas National Forest,39.937816,-120.94114,1966,2
Fresno-Kings CAL FIRE,36.75156,-119.800612,1966,2
Sequoia National Forest,36.032162,-119.078781,1966,5
Ventura County,34.27834,-119.29317,1967,6
San Bernardino CAL FIRE,34.136809,-117.29278,1967,4
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1967,4
Los Angeles County,34.05513,-118.25703,1967,12
Mendocino CAL FIRE,39.345892,-123.319092,1967,2
Tulare County,36.210334,-119.335214,1967,2
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1967,2
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1967,2
Los Padres National Forest,34.768611,-120.061716,1967,2
Lake Taho Basin Management Unit,35.04304,-116.29502,1967,1
Channel Islands - NPS,33.986645,-119.911155,1967,1
Modoc National Forest,41.339102,-121.147262,1967,1
Stanislaus National Forest,38.036256,-120.283203,1967,2
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1967,8
San Diego CAL FIRE,32.72793,-117.15529,1967,4
Riverside CAL FIRE,33.496892,-117.1504,1967,3
Sequoia National Forest,36.032162,-119.078781,1967,2
Butte CAL FIRE,36.01296,-116.830549,1967,1
Shasta-Trinity National Forest,40.520709,-122.301395,1967,1
Siskiyou CAL FIRE,41.702654,-122.641241,1967,1
Tahoe National Forest,39.301182,-120.678146,1967,1
Cleveland National Forest,33.022118,-117.094959,1967,7
Six Rivers National Forest,41.840065,-123.997312,1967,1
Santa Clara CAL FIRE,37.356651,-121.961118,1967,4
San Bernardino National Forest,34.090473,-117.260245,1967,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1967,1
Fresno-Kings CAL FIRE,36.75156,-119.800612,1967,5
Pinnacles National Park,36.499123,-121.116237,1968,1
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1968,2
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1968,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1968,9
Marin County,37.87136,-122.513604,1968,1
Kern County,35.304076,-118.730207,1968,3
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1968,1
Joshua Tree NP,33.913972,-115.839753,1968,1
Sonoma CDF (old),38.290522,-122.459658,1968,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1968,6
Ventura County,34.27834,-119.29317,1968,3
Yosemite National Park,37.58395,-119.695053,1968,3
Sequoia National Forest,36.032162,-119.078781,1968,1
Los Padres National Forest,34.768611,-120.061716,1968,1
San Luis Obispo CAL FIRE,35.266778,-120.659441,1968,11
Los Angeles County,34.05513,-118.25703,1968,16
Vandenberg Air Force Base,34.7483,-120.51817,1968,1
San Bernardino National Forest,34.090473,-117.260245,1968,3
Tahoe National Forest,39.301182,-120.678146,1968,1
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1968,5
Shasta-Trinity National Forest,40.520709,-122.301395,1968,1
Toiyabe National Forest,38.62689,-119.3935,1968,2
Riverside CAL FIRE,33.496892,-117.1504,1968,14
Cleveland National Forest,33.022118,-117.094959,1968,6
Tulare County,36.210334,-119.335214,1968,2
San Diego CAL FIRE,32.72793,-117.15529,1968,5
Sierra National Forest,36.829829,-119.684965,1968,3
San Bernardino CAL FIRE,34.136809,-117.29278,1968,1
Santa Clara CAL FIRE,37.356651,-121.961118,1968,3
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1968,6
Siskiyou CAL FIRE,41.702654,-122.641241,1968,2
Santa Barbara County,34.389656,-119.702652,1968,2
Klamath National Forest,41.336017,-122.841974,1968,5
Fresno-Kings CAL FIRE,36.75156,-119.800612,1968,1
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1968,2
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1968,3
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1969,4
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1969,1
Six Rivers National Forest,41.840065,-123.997312,1969,2
Lassen National Forest,40.20725,-120.90771,1969,2
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1969,1
Eldorado National Forest,38.721085,-120.829644,1969,1
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1969,3
Tulare County,36.210334,-119.335214,1969,2
Santa Barbara County,34.389656,-119.702652,1969,2
Marin County,37.87136,-122.513604,1969,1
San Luis Obispo CAL FIRE,35.266778,-120.659441,1969,4
San Mateo - Santa Cruz CAL FIRE,37.562052,-122.308504,1969,1
San Bernardino National Forest,34.090473,-117.260245,1969,2
Ventura County,34.27834,-119.29317,1969,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1969,1
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1969,1
San Diego CAL FIRE,32.72793,-117.15529,1969,4
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1969,2
Los Padres National Forest,34.768611,-120.061716,1969,2
San Bernardino CAL FIRE,34.136809,-117.29278,1969,1
Los Angeles County,34.05513,-118.25703,1969,10
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1969,1
Fresno-Kings CAL FIRE,36.75156,-119.800612,1969,5
Klamath National Forest,41.336017,-122.841974,1969,2
Butte CAL FIRE,36.01296,-116.830549,1969,1
Pinnacles National Park,36.499123,-121.116237,1969,1
Northern CA District - BLM,33.913568,-117.263252,1969,1
Riverside CAL FIRE,33.496892,-117.1504,1969,3
Sequoia National Forest,36.032162,-119.078781,1969,4
Kern County,35.304076,-118.730207,1969,6
Santa Clara CAL FIRE,37.356651,-121.961118,1969,1
Cleveland National Forest,33.022118,-117.094959,1969,4
San Bernardino CAL FIRE,34.136809,-117.29278,1970,2
San Diego CAL FIRE,32.72793,-117.15529,1970,6
Modoc National Forest,41.339102,-121.147262,1970,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1970,4
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1970,4
San Bernardino National Forest,34.090473,-117.260245,1970,10
Sequoia - Kings Canyon NP,36.49042,-118.82488,1970,2
Santa Barbara County,34.389656,-119.702652,1970,1
Klamath National Forest,41.336017,-122.841974,1970,1
Santa Clara CAL FIRE,37.356651,-121.961118,1970,9
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1970,1
Fresno-Kings CAL FIRE,36.75156,-119.800612,1970,3
Eldorado National Forest,38.721085,-120.829644,1970,1
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1970,5
Marin County,37.87136,-122.513604,1970,1
Stanislaus National Forest,38.036256,-120.283203,1970,2
Kern County,35.304076,-118.730207,1970,7
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1970,2
Pinnacles National Park,36.499123,-121.116237,1970,1
Riverside CAL FIRE,33.496892,-117.1504,1970,13
Los Angeles County,34.05513,-118.25703,1970,21
Mendocino CAL FIRE,39.345892,-123.319092,1970,1
Tulare County,36.210334,-119.335214,1970,2
Angeles National Forest,34.181417,-118.074422,1970,1
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1970,7
Orange County,33.802647,-117.84931,1970,2
Cleveland National Forest,33.022118,-117.094959,1970,8
San Luis Obispo CAL FIRE,35.266778,-120.659441,1970,2
Channel Islands - NPS,33.986645,-119.911155,1970,1
Sequoia National Forest,36.032162,-119.078781,1970,5
Ventura County,34.27834,-119.29317,1970,3
Sonoma CDF (old),38.290522,-122.459658,1970,1
Plumas National Forest,39.937816,-120.94114,1970,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1970,4
Los Padres National Forest,34.768611,-120.061716,1970,4
Shasta-Trinity National Forest,40.520709,-122.301395,1970,1
Modoc National Forest,41.339102,-121.147262,1971,3
Mendocino CAL FIRE,39.345892,-123.319092,1971,2
Mendocino National Forest,39.172201,-122.90607,1971,3
Vandenberg Air Force Base,34.7483,-120.51817,1971,1
Los Angeles County,34.05513,-118.25703,1971,9
Santa Clara CAL FIRE,37.356651,-121.961118,1971,2
Stanislaus National Forest,38.036256,-120.283203,1971,1
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1971,1
Cleveland National Forest,33.022118,-117.094959,1971,4
Klamath National Forest,41.336017,-122.841974,1971,2
Six Rivers National Forest,41.840065,-123.997312,1971,1
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1971,5
San Diego CAL FIRE,32.72793,-117.15529,1971,1
Los Padres National Forest,34.768611,-120.061716,1971,3
San Bernardino National Forest,34.090473,-117.260245,1971,3
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1971,1
Plumas National Forest,39.937816,-120.94114,1971,1
Pinnacles National Park,36.499123,-121.116237,1971,1
Sequoia - Kings Canyon NP,36.49042,-118.82488,1971,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1971,3
Sequoia National Forest,36.032162,-119.078781,1971,3
Siskiyou CAL FIRE,41.702654,-122.641241,1971,1
Ventura County,34.27834,-119.29317,1971,3
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1971,2
Eldorado National Forest,38.721085,-120.829644,1972,2
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1972,1
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1972,1
Yosemite National Park,37.58395,-119.695053,1972,1
Fresno-Kings CAL FIRE,36.75156,-119.800612,1972,1
Cleveland National Forest,33.022118,-117.094959,1972,6
Sequoia - Kings Canyon NP,36.49042,-118.82488,1972,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1972,1
Toiyabe National Forest,38.62689,-119.3935,1972,1
Siskiyou CAL FIRE,41.702654,-122.641241,1972,1
Los Padres National Forest,34.768611,-120.061716,1972,1
Six Rivers National Forest,41.840065,-123.997312,1972,1
Sierra National Forest,36.829829,-119.684965,1972,1
Tahoe National Forest,39.301182,-120.678146,1972,3
Riverside CAL FIRE,33.496892,-117.1504,1972,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1972,6
Mendocino CAL FIRE,39.345892,-123.319092,1972,3
Northern CA District - BLM,33.913568,-117.263252,1972,1
San Bernardino National Forest,34.090473,-117.260245,1972,6
Los Angeles County,34.05513,-118.25703,1972,5
Sonoma CDF (old),38.290522,-122.459658,1972,2
Klamath National Forest,41.336017,-122.841974,1972,3
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1972,1
Santa Barbara County,34.389656,-119.702652,1972,1
Butte CAL FIRE,36.01296,-116.830549,1972,2
Sequoia National Forest,36.032162,-119.078781,1972,4
San Diego CAL FIRE,32.72793,-117.15529,1972,4
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1972,1
Stanislaus National Forest,38.036256,-120.283203,1972,2
Inyo National Forest,37.313458,-118.139056,1972,6
Plumas National Forest,39.937816,-120.94114,1972,3
Lassen National Forest,40.20725,-120.90771,1972,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1972,5
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1972,3
San Bernardino CAL FIRE,34.136809,-117.29278,1972,1
Modoc National Forest,41.339102,-121.147262,1972,2
San Bernardino National Forest,34.090473,-117.260245,1973,3
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1973,3
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1973,2
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1973,3
Sierra National Forest,36.829829,-119.684965,1973,1
Pinnacles National Park,36.499123,-121.116237,1973,1
Los Angeles County,34.05513,-118.25703,1973,3
Modoc National Forest,41.339102,-121.147262,1973,6
Orange County,33.802647,-117.84931,1973,1
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1973,1
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1973,2
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1973,2
Yosemite National Park,37.58395,-119.695053,1973,1
San Bernardino CAL FIRE,34.136809,-117.29278,1973,2
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1973,2
Fresno-Kings CAL FIRE,36.75156,-119.800612,1973,5
Lassen National Forest,40.20725,-120.90771,1973,1
Butte CAL FIRE,36.01296,-116.830549,1973,5
Tahoe National Forest,39.301182,-120.678146,1973,2
San Luis Obispo CAL FIRE,35.266778,-120.659441,1973,3
Mendocino CAL FIRE,39.345892,-123.319092,1973,4
Mendocino National Forest,39.172201,-122.90607,1973,1
Stanislaus National Forest,38.036256,-120.283203,1973,2
Cleveland National Forest,33.022118,-117.094959,1973,7
Eldorado National Forest,38.721085,-120.829644,1973,2
Ventura County,34.27834,-119.29317,1973,4
Riverside CAL FIRE,33.496892,-117.1504,1973,11
Klamath National Forest,41.336017,-122.841974,1973,2
Marin County,37.87136,-122.513604,1973,1
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1973,2
San Diego CAL FIRE,32.72793,-117.15529,1973,2
Toiyabe National Forest,38.62689,-119.3935,1973,3
Sequoia - Kings Canyon NP,36.49042,-118.82488,1973,3
Tulare County,36.210334,-119.335214,1974,2
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1974,2
Sequoia - Kings Canyon NP,36.49042,-118.82488,1974,2
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1974,2
Marin County,37.87136,-122.513604,1974,1
Modoc National Forest,41.339102,-121.147262,1974,1
Tahoe National Forest,39.301182,-120.678146,1974,1
Kern County,35.304076,-118.730207,1974,12
Stanislaus National Forest,38.036256,-120.283203,1974,1
Riverside CAL FIRE,33.496892,-117.1504,1974,9
San Bernardino CAL FIRE,34.136809,-117.29278,1974,2
Plumas National Forest,39.937816,-120.94114,1974,2
Pinnacles National Park,36.499123,-121.116237,1974,1
Ventura County,34.27834,-119.29317,1974,1
Santa Clara CAL FIRE,37.356651,-121.961118,1974,3
San Diego CAL FIRE,32.72793,-117.15529,1974,4
Toiyabe National Forest,38.62689,-119.3935,1974,4
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1974,4
San Luis Obispo CAL FIRE,35.266778,-120.659441,1974,3
Los Padres National Forest,34.768611,-120.061716,1974,2
Six Rivers National Forest,41.840065,-123.997312,1974,2
Yosemite National Park,37.58395,-119.695053,1974,2
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1974,6
Sequoia National Forest,36.032162,-119.078781,1974,6
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1974,2
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1974,2
Shasta-Trinity National Forest,40.520709,-122.301395,1974,2
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1974,2
Butte CAL FIRE,36.01296,-116.830549,1974,2
Fresno-Kings CAL FIRE,36.75156,-119.800612,1974,4
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1974,6
Los Angeles County,34.05513,-118.25703,1974,7
Mendocino CAL FIRE,39.345892,-123.319092,1974,1
Cleveland National Forest,33.022118,-117.094959,1974,8
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1974,3
San Bernardino National Forest,34.090473,-117.260245,1974,2
San Bernardino National Forest,34.090473,-117.260245,1975,11
Butte CAL FIRE,36.01296,-116.830549,1975,2
Ventura County,34.27834,-119.29317,1975,9
