unit,lat,lon,year,count
Santa Clara CAL FIRE,37.356651,-121.961118,1989,5
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1989,5
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1989,1
Toiyabe National Forest,38.62689,-119.3935,1989,1
Mendocino National Forest,39.172201,-122.90607,1989,1
San Bernardino National Forest,34.090473,-117.260245,1989,8
San Bernardino CAL FIRE,34.136809,-117.29278,1989,2
Los Angeles County,34.05513,-118.25703,1989,13
San Luis Obispo CAL FIRE,35.266778,-120.659441,1989,5
Butte CAL FIRE,36.01296,-116.830549,1989,1
Sequoia National Forest,36.032162,-119.078781,1989,2
Sequoia - Kings Canyon NP,36.49042,-118.82488,1989,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1989,2
Sierra National Forest,36.829829,-119.684965,1989,2
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1989,2
Plumas National Forest,39.937816,-120.94114,1989,2
Lassen National Forest,40.20725,-120.90771,1989,1
Fresno-Kings CAL FIRE,36.75156,-119.800612,1989,3
Shasta-Trinity National Forest,40.520709,-122.301395,1989,1
Riverside CAL FIRE,33.496892,-117.1504,1989,12
Yosemite National Park,37.58395,-119.695053,1990,7
Cleveland National Forest,33.022118,-117.094959,1990,2
Los Angeles County,34.05513,-118.25703,1990,7
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1990,1
San Bernardino National Forest,34.090473,-117.260245,1990,5
Modoc National Forest,41.339102,-121.147262,1990,2
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1990,1
Riverside CAL FIRE,33.496892,-117.1504,1990,2
Mendocino National Forest,39.172201,-122.90607,1990,1
Santa Clara CAL FIRE,37.356651,-121.961118,1990,1
Tahoe National Forest,39.301182,-120.678146,1990,1
Tulare County,36.210334,-119.335214,1990,2
Channel Islands - NPS,33.986645,-119.911155,1990,1
Los Padres National Forest,34.768611,-120.061716,1990,6
Lassen National Forest,40.20725,-120.90771,1990,2
Toiyabe National Forest,38.62689,-119.3935,1990,4
San Diego CAL FIRE,32.72793,-117.15529,1990,5
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1990,1
Sierra National Forest,36.829829,-119.684965,1990,3
Ventura County,34.27834,-119.29317,1990,8
Kern County,35.304076,-118.730207,1990,1
Sequoia National Forest,36.032162,-119.078781,1990,4
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1990,1
Orange County,33.802647,-117.84931,1990,2
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1990,1
Sequoia - Kings Canyon NP,36.49042,-118.82488,1990,1
Bakersfield District - BLM  (old),35.369763,-118.969794,1990,2
Northern CA District - BLM,33.913568,-117.263252,1990,3
Marin County,37.87136,-122.513604,1990,1
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1990,5
Butte CAL FIRE,36.01296,-116.830549,1990,3
Plumas National Forest,39.937816,-120.94114,1990,2
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1990,5
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1990,2
Shasta-Trinity National Forest,40.520709,-122.301395,1990,2
Yosemite National Park,37.58395,-119.695053,1991,4
San Diego CAL FIRE,32.72793,-117.15529,1991,2
Mendocino National Forest,39.172201,-122.90607,1991,2
Riverside CAL FIRE,33.496892,-117.1504,1991,1
Modoc National Forest,41.339102,-121.147262,1991,2
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1991,4
Los Padres National Forest,34.768611,-120.061716,1991,1
Sequoia National Forest,36.032162,-119.078781,1991,1
Tulare County,36.210334,-119.335214,1991,1
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1991,1
Bakersfield District - BLM  (old),35.369763,-118.969794,1991,1
Ventura County,34.27834,-119.29317,1991,1
Orange County,33.802647,-117.84931,1991,1
Northern CA District - BLM,33.913568,-117.263252,1991,1
Eldorado National Forest,38.721085,-120.829644,1991,1
Santa Clara CAL FIRE,37.356651,-121.961118,1991,1
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1991,1
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1991,1
Sequoia - Kings Canyon NP,36.49042,-118.82488,1991,2
Los Angeles County,34.05513,-118.25703,1991,3
Toiyabe National Forest,38.62689,-119.3935,1991,1
San Bernardino National Forest,34.090473,-117.260245,1991,6
Shasta-Trinity National Forest,40.520709,-122.301395,1991,4
Butte CAL FIRE,36.01296,-116.830549,1991,2
San Diego CAL FIRE,32.72793,-117.15529,1992,6
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1992,2
Northern CA District - BLM,33.913568,-117.263252,1992,1
Los Padres National Forest,34.768611,-120.061716,1992,7
Modoc National Forest,41.339102,-121.147262,1992,3
Yosemite National Park,37.58395,-119.695053,1992,3
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1992,2
Lassen National Forest,40.20725,-120.90771,1992,2
Santa Clara CAL FIRE,37.356651,-121.961118,1992,2
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1992,1
Mendocino CAL FIRE,39.345892,-123.319092,1992,1
Sierra National Forest,36.829829,-119.684965,1992,1
Vandenberg Air Force Base,34.7483,-120.51817,1992,1
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1992,2
San Bernardino CAL FIRE,34.136809,-117.29278,1992,1
Cleveland National Forest,33.022118,-117.094959,1992,3
Riverside CAL FIRE,33.496892,-117.1504,1992,10
Inyo National Forest,37.313458,-118.139056,1992,3
Shasta-Trinity National Forest,40.520709,-122.301395,1992,1
San Bernardino National Forest,34.090473,-117.260245,1992,5
Siskiyou CAL FIRE,41.702654,-122.641241,1992,2
Ventura County,34.27834,-119.29317,1992,4
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1992,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1992,10
Kern County,35.304076,-118.730207,1992,2
Sequoia National Forest,36.032162,-119.078781,1992,1
Los Angeles County,34.05513,-118.25703,1992,3
Toiyabe National Forest,38.62689,-119.3935,1992,1
Stanislaus National Forest,38.036256,-120.283203,1992,1
Sequoia - Kings Canyon NP,36.49042,-118.82488,1992,3
Eldorado National Forest,38.721085,-120.829644,1992,1
Bakersfield District - BLM  (old),35.369763,-118.969794,1992,6
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1992,8
Klamath National Forest,41.336017,-122.841974,1992,2
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1992,5
Butte CAL FIRE,36.01296,-116.830549,1992,6
San Luis Obispo CAL FIRE,35.266778,-120.659441,1992,2
Ventura County,34.27834,-119.29317,1993,2
Butte CAL FIRE,36.01296,-116.830549,1993,1
Mendocino CAL FIRE,39.345892,-123.319092,1993,1
Eldorado National Forest,38.721085,-120.829644,1993,1
Vandenberg Air Force Base,34.7483,-120.51817,1993,1
San Bernardino CAL FIRE,34.136809,-117.29278,1993,1
Orange County,33.802647,-117.84931,1993,4
Fresno-Kings CAL FIRE,36.75156,-119.800612,1993,1
Six Rivers National Forest,41.840065,-123.997312,1993,1
Los Padres National Forest,34.768611,-120.061716,1993,2
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1993,3
Santa Barbara County,34.389656,-119.702652,1993,2
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1993,1
Tulare County,36.210334,-119.335214,1993,1
Los Angeles County,34.05513,-118.25703,1993,15
Inyo National Forest,37.313458,-118.139056,1993,1
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1993,2
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1993,1
Cleveland National Forest,33.022118,-117.094959,1993,1
Bakersfield District - BLM  (old),35.369763,-118.969794,1993,10
Sequoia National Forest,36.032162,-119.078781,1993,9
San Diego CAL FIRE,32.72793,-117.15529,1993,10
San Luis Obispo CAL FIRE,35.266778,-120.659441,1993,4
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1993,2
Riverside CAL FIRE,33.496892,-117.1504,1993,9
San Bernardino National Forest,34.090473,-117.260245,1993,3
Sequoia - Kings Canyon NP,36.49042,-118.82488,1993,3
Kern County,35.304076,-118.730207,1993,11
Siskiyou CAL FIRE,41.702654,-122.641241,1994,2
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1994,2
Sequoia National Forest,36.032162,-119.078781,1994,8
Six Rivers National Forest,41.840065,-123.997312,1994,1
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1994,2
Riverside CAL FIRE,33.496892,-117.1504,1994,12
Channel Islands - NPS,33.986645,-119.911155,1994,1
Sierra National Forest,36.829829,-119.684965,1994,4
Modoc National Forest,41.339102,-121.147262,1994,1
Los Padres National Forest,34.768611,-120.061716,1994,1
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1994,1
Sequoia - Kings Canyon NP,36.49042,-118.82488,1994,1
Fresno-Kings CAL FIRE,36.75156,-119.800612,1994,3
San Luis Obispo CAL FIRE,35.266778,-120.659441,1994,2
Orange County,33.802647,-117.84931,1994,2
Klamath National Forest,41.336017,-122.841974,1994,4
Tulare County,36.210334,-119.335214,1994,1
Angeles National Forest,34.181417,-118.074422,1994,2
Los Angeles County,34.05513,-118.25703,1994,11
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1994,1
Santa Clara CAL FIRE,37.356651,-121.961118,1994,1
Northern CA District - BLM,33.913568,-117.263252,1994,1
Stanislaus National Forest,38.036256,-120.283203,1994,1
Kern County,35.304076,-118.730207,1994,6
Tahoe National Forest,39.301182,-120.678146,1994,4
Yosemite National Park,37.58395,-119.695053,1994,1
Mendocino CAL FIRE,39.345892,-123.319092,1994,1
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1994,2
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1994,2
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1994,2
Shasta-Trinity National Forest,40.520709,-122.301395,1994,1
Butte CAL FIRE,36.01296,-116.830549,1994,2
San Bernardino National Forest,34.090473,-117.260245,1994,10
Mendocino National Forest,39.172201,-122.90607,1994,1
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1994,2
San Bernardino CAL FIRE,34.136809,-117.29278,1994,1
San Diego CAL FIRE,32.72793,-117.15529,1994,7
Cleveland National Forest,33.022118,-117.094959,1994,2
Ventura County,34.27834,-119.29317,1994,3
Santa Barbara County,34.389656,-119.702652,1994,1
Bakersfield District - BLM  (old),35.369763,-118.969794,1994,2
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1994,7
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1995,1
San Luis Obispo CAL FIRE,35.266778,-120.659441,1995,2
Santa Clara CAL FIRE,37.356651,-121.961118,1995,5
Eldorado National Forest,38.721085,-120.829644,1995,1
Tahoe National Forest,39.301182,-120.678146,1995,1
Ventura County,34.27834,-119.29317,1995,2
Fresno-Kings CAL FIRE,36.75156,-119.800612,1995,4
San Bernardino CAL FIRE,34.136809,-117.29278,1995,1
San Bernardino National Forest,34.090473,-117.260245,1995,5
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1995,3
Mendocino CAL FIRE,39.345892,-123.319092,1995,3
Kern County,35.304076,-118.730207,1995,7
Sequoia - Kings Canyon NP,36.49042,-118.82488,1995,1
Marin County,37.87136,-122.513604,1995,1
Joshua Tree NP,33.913972,-115.839753,1995,1
Butte CAL FIRE,36.01296,-116.830549,1995,1
Yosemite National Park,37.58395,-119.695053,1995,3
Los Angeles County,34.05513,-118.25703,1995,14
San Diego CAL FIRE,32.72793,-117.15529,1995,11
Klamath National Forest,41.336017,-122.841974,1995,1
Inyo National Forest,37.313458,-118.139056,1995,1
Modoc National Forest,41.339102,-121.147262,1995,1
Northern CA District - BLM,33.913568,-117.263252,1995,5
Riverside CAL FIRE,33.496892,-117.1504,1995,33
Vandenberg Air Force Base,34.7483,-120.51817,1995,1
Bakersfield District - BLM  (old),35.369763,-118.969794,1995,13
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1995,3
Cleveland National Forest,33.022118,-117.094959,1995,2
Tulare County,36.210334,-119.335214,1995,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1995,2
Sequoia National Forest,36.032162,-119.078781,1995,5
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1995,1
Santa Clara CAL FIRE,37.356651,-121.961118,1996,4
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1996,5
Sequoia - Kings Canyon NP,36.49042,-118.82488,1996,5
Riverside CAL FIRE,33.496892,-117.1504,1996,37
Siskiyou CAL FIRE,41.702654,-122.641241,1996,2
Cleveland National Forest,33.022118,-117.094959,1996,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1996,1
Inyo National Forest,37.313458,-118.139056,1996,1
Death Valley NP,36.483943,-117.129028,1996,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1996,4
Plumas National Forest,39.937816,-120.94114,1996,2
San Bernardino CAL FIRE,34.136809,-117.29278,1996,5
San Diego CAL FIRE,32.72793,-117.15529,1996,16
Six Rivers National Forest,41.840065,-123.997312,1996,1
Los Padres National Forest,34.768611,-120.061716,1996,4
Mendocino National Forest,39.172201,-122.90607,1996,1
Kern County,35.304076,-118.730207,1996,5
Sequoia National Forest,36.032162,-119.078781,1996,7
Camp Roberts Military Base,35.754265,-120.721518,1996,4
Lassen Volcanic NP,40.493508,-121.407618,1996,2
Ventura County,34.27834,-119.29317,1996,6
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1996,9
Bakersfield District - BLM  (old),35.369763,-118.969794,1996,25
Yosemite National Park,37.58395,-119.695053,1996,5
Tulare County,36.210334,-119.335214,1996,2
Angeles National Forest,34.181417,-118.074422,1996,3
Shasta-Trinity National Forest,40.520709,-122.301395,1996,6
Los Angeles County,34.05513,-118.25703,1996,10
San Luis Obispo CAL FIRE,35.266778,-120.659441,1996,1
Modoc National Forest,41.339102,-121.147262,1996,10
Northern CA District - BLM,33.913568,-117.263252,1996,2
San Bernardino National Forest,34.090473,-117.260245,1996,6
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1996,4
Fresno-Kings CAL FIRE,36.75156,-119.800612,1996,2
Butte CAL FIRE,36.01296,-116.830549,1996,2
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1996,3
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1996,1
Toiyabe National Forest,38.62689,-119.3935,1996,4
Stanislaus National Forest,38.036256,-120.283203,1996,1
Tahoe National Forest,39.301182,-120.678146,1996,1
Sequoia National Forest,36.032162,-119.078781,1997,9
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1997,1
Cleveland National Forest,33.022118,-117.094959,1997,1
Tahoe National Forest,39.301182,-120.678146,1997,1
Bakersfield District - BLM  (old),35.369763,-118.969794,1997,4
San Bernardino National Forest,34.090473,-117.260245,1997,2
Inyo National Forest,37.313458,-118.139056,1997,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1997,3
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1997,1
Ventura County,34.27834,-119.29317,1997,1
Camp Roberts Military Base,35.754265,-120.721518,1997,2
Orange County,33.802647,-117.84931,1997,3
Lassen Volcanic NP,40.493508,-121.407618,1997,2
Tulare County,36.210334,-119.335214,1997,4
Yosemite National Park,37.58395,-119.695053,1997,1
Fresno-Kings CAL FIRE,36.75156,-119.800612,1997,1
San Diego CAL FIRE,32.72793,-117.15529,1997,11
San Luis Obispo CAL FIRE,35.266778,-120.659441,1997,2
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1997,1
Kern County,35.304076,-118.730207,1997,9
Los Padres National Forest,34.768611,-120.061716,1997,3
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1997,1
Mendocino CAL FIRE,39.345892,-123.319092,1997,1
Angeles National Forest,34.181417,-118.074422,1997,1
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1997,1
Vandenberg Air Force Base,34.7483,-120.51817,1997,4
Santa Barbara County,34.389656,-119.702652,1997,3
Northern CA District - BLM,33.913568,-117.263252,1997,1
Sequoia - Kings Canyon NP,36.49042,-118.82488,1997,2
Riverside CAL FIRE,33.496892,-117.1504,1997,12
San Bernardino CAL FIRE,34.136809,-117.29278,1997,2
Santa Clara CAL FIRE,37.356651,-121.961118,1997,5
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1997,2
Los Angeles County,34.05513,-118.25703,1997,11
Sierra National Forest,36.829829,-119.684965,1998,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1998,1
Camp Roberts Military Base,35.754265,-120.721518,1998,4
Los Padres National Forest,34.768611,-120.061716,1998,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1998,2
San Bernardino CAL FIRE,34.136809,-117.29278,1998,5
Inyo National Forest,37.313458,-118.139056,1998,1
Los Angeles County,34.05513,-118.25703,1998,4
Santa Clara CAL FIRE,37.356651,-121.961118,1998,6
Riverside CAL FIRE,33.496892,-117.1504,1998,9
Fresno-Kings CAL FIRE,36.75156,-119.800612,1998,1
Mendocino National Forest,39.172201,-122.90607,1998,2
Siskiyou CAL FIRE,41.702654,-122.641241,1998,1
Modoc National Forest,41.339102,-121.147262,1998,2
Sequoia National Forest,36.032162,-119.078781,1998,5
Kern County,35.304076,-118.730207,1998,7
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1998,2
Six Rivers National Forest,41.840065,-123.997312,1998,25
San Luis Obispo CAL FIRE,35.266778,-120.659441,1998,4
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1998,1
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1998,5
San Diego CAL FIRE,32.72793,-117.15529,1998,3
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1998,2
Ventura County,34.27834,-119.29317,1998,3
Yosemite National Park,37.58395,-119.695053,1998,1
Bakersfield District - BLM  (old),35.369763,-118.969794,1998,3
Angeles National Forest,34.181417,-118.074422,1998,1
San Luis Obispo CAL FIRE,35.266778,-120.659441,1999,1
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1999,4
Los Padres National Forest,34.768611,-120.061716,1999,2
Santa Clara CAL FIRE,37.356651,-121.961118,1999,6
San Bernardino CAL FIRE,34.136809,-117.29278,1999,1
Santa Barbara County,34.389656,-119.702652,1999,2
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1999,5
Stanislaus National Forest,38.036256,-120.283203,1999,3
Toiyabe National Forest,38.62689,-119.3935,1999,3
Kern County,35.304076,-118.730207,1999,3
San Diego CAL FIRE,32.72793,-117.15529,1999,11
San Bernardino National Forest,34.090473,-117.260245,1999,3
Riverside CAL FIRE,33.496892,-117.1504,1999,4
Inyo National Forest,37.313458,-118.139056,1999,1
Mendocino National Forest,39.172201,-122.90607,1999,1
Tulare County,36.210334,-119.335214,1999,1
Shasta-Trinity National Forest,40.520709,-122.301395,1999,12
Los Angeles County,34.05513,-118.25703,1999,3
Cleveland National Forest,33.022118,-117.094959,1999,4
Sequoia - Kings Canyon NP,36.49042,-118.82488,1999,2
Bakersfield District - BLM  (old),35.369763,-118.969794,1999,3
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1999,7
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1999,6
Yosemite National Park,37.58395,-119.695053,1999,8
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1999,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1999,1
Lassen National Forest,40.20725,-120.90771,1999,1
Siskiyou CAL FIRE,41.702654,-122.641241,1999,2
Northern CA District - BLM,33.913568,-117.263252,1999,3
Joshua Tree NP,33.913972,-115.839753,1999,2
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1999,18
Klamath National Forest,41.336017,-122.841974,1999,2
Modoc National Forest,41.339102,-121.147262,1999,5
Angeles National Forest,34.181417,-118.074422,1999,6
Butte CAL FIRE,36.01296,-116.830549,1999,7
Fresno-Kings CAL FIRE,36.75156,-119.800612,1999,4
Camp Roberts Military Base,35.754265,-120.721518,1999,1
Sequoia National Forest,36.032162,-119.078781,1999,2
Plumas National Forest,39.937816,-120.94114,1999,9
Ventura County,34.27834,-119.29317,1999,4
Tahoe National Forest,39.301182,-120.678146,1999,1
Butte CAL FIRE,36.01296,-116.830549,2000,2
Siskiyou CAL FIRE,41.702654,-122.641241,2000,3
Mendocino National Forest,39.172201,-122.90607,2000,3
Kern County,35.304076,-118.730207,2000,4
Orange County,33.802647,-117.84931,2000,1
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2000,6
Cleveland National Forest,33.022118,-117.094959,2000,3
Plumas National Forest,39.937816,-120.94114,2000,1
Inyo National Forest,37.313458,-118.139056,2000,2
Death Valley NP,36.483943,-117.129028,2000,1
Sequoia National Forest,36.032162,-119.078781,2000,2
Klamath National Forest,41.336017,-122.841974,2000,1
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2000,5
San Diego CAL FIRE,32.72793,-117.15529,2000,2
Los Padres National Forest,34.768611,-120.061716,2000,3
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2000,1
Toiyabe National Forest,38.62689,-119.3935,2000,7
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2000,2
Riverside CAL FIRE,33.496892,-117.1504,2000,2
Camp Roberts Military Base,35.754265,-120.721518,2000,6
Angeles National Forest,34.181417,-118.074422,2000,2
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2000,1
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2000,2
Tulare County,36.210334,-119.335214,2000,3
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2000,3
Fresno-Kings CAL FIRE,36.75156,-119.800612,2000,3
San Luis Obispo CAL FIRE,35.266778,-120.659441,2000,4
Six Rivers National Forest,41.840065,-123.997312,2000,1
Vandenberg Air Force Base,34.7483,-120.51817,2000,2
Santa Barbara County,34.389656,-119.702652,2000,1
Los Angeles County,34.05513,-118.25703,2000,5
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2000,3
Santa Clara CAL FIRE,37.356651,-121.961118,2000,4
Stanislaus National Forest,38.036256,-120.283203,2000,1
Butte CAL FIRE,36.01296,-116.830549,2001,4
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2001,6
Siskiyou CAL FIRE,41.702654,-122.641241,2001,1
Kern County,35.304076,-118.730207,2001,1
Sequoia National Forest,36.032162,-119.078781,2001,3
Sierra National Forest,36.829829,-119.684965,2001,3
Plumas National Forest,39.937816,-120.94114,2001,1
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2001,5
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2001,7
Mendocino National Forest,39.172201,-122.90607,2001,2
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2001,1
Tahoe National Forest,39.301182,-120.678146,2001,3
Tulare County,36.210334,-119.335214,2001,1
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2001,3
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2001,3
Camp Roberts Military Base,35.754265,-120.721518,2001,1
Ventura County,34.27834,-119.29317,2001,1
Shasta-Trinity National Forest,40.520709,-122.301395,2001,1
Yosemite National Park,37.58395,-119.695053,2001,1
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2001,5
Riverside CAL FIRE,33.496892,-117.1504,2001,6
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2001,1
Los Padres National Forest,34.768611,-120.061716,2001,1
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2001,3
Los Angeles County,34.05513,-118.25703,2001,3
San Bernardino National Forest,34.090473,-117.260245,2001,8
Santa Clara CAL FIRE,37.356651,-121.961118,2001,2
Sequoia - Kings Canyon NP,36.49042,-118.82488,2001,2
Mendocino CAL FIRE,39.345892,-123.319092,2001,2
Santa Barbara County,34.389656,-119.702652,2001,1
Cleveland National Forest,33.022118,-117.094959,2001,1
Inyo National Forest,37.313458,-118.139056,2001,2
San Diego CAL FIRE,32.72793,-117.15529,2001,1
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2001,1
Klamath National Forest,41.336017,-122.841974,2001,3
San Luis National Wildlife Refuge,37.200301,-120.843549,2001,1
Modoc National Forest,41.339102,-121.147262,2001,12
Six Rivers National Forest,41.840065,-123.997312,2001,1
Northern CA District - BLM,33.913568,-117.263252,2001,1
Eldorado National Forest,38.721085,-120.829644,2001,1
Stanislaus National Forest,38.036256,-120.283203,2001,1
Eldorado National Forest,38.721085,-120.829644,2002,4
Tulare County,36.210334,-119.335214,2002,3
CA Desert District - BLM,33.839864,-116.505059,2002,1
Santa Clara CAL FIRE,37.356651,-121.961118,2002,7
Ventura County,34.27834,-119.29317,2002,1
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2002,3
Mendocino CAL FIRE,39.345892,-123.319092,2002,3
Butte CAL FIRE,36.01296,-116.830549,2002,2
Inyo National Forest,37.313458,-118.139056,2002,4
Santa Barbara County,34.389656,-119.702652,2002,1
Yosemite National Park,37.58395,-119.695053,2002,3
Six Rivers National Forest,41.840065,-123.997312,2002,1
Sierra National Forest,36.829829,-119.684965,2002,1
Sequoia - Kings Canyon NP,36.49042,-118.82488,2002,1
San Luis Obispo CAL FIRE,35.266778,-120.659441,2002,2
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2002,5
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2002,4
Vandenberg Air Force Base,34.7483,-120.51817,2002,2
Los Angeles County,34.05513,-118.25703,2002,10
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2002,4
Fresno-Kings CAL FIRE,36.75156,-119.800612,2002,2
Siskiyou CAL FIRE,41.702654,-122.641241,2002,1
Cleveland National Forest,33.022118,-117.094959,2002,6
Orange County,33.802647,-117.84931,2002,5
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2002,1
San Bernardino National Forest,34.090473,-117.260245,2002,5
Sequoia National Forest,36.032162,-119.078781,2002,3
Northern CA District - BLM,33.913568,-117.263252,2002,5
Toiyabe National Forest,38.62689,-119.3935,2002,1
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2002,2
Lake Taho Basin Management Unit,35.04304,-116.29502,2002,2
Tahoe National Forest,39.301182,-120.678146,2002,1
San Diego CAL FIRE,32.72793,-117.15529,2002,6
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2002,1
Lassen National Forest,40.20725,-120.90771,2002,1
Angeles National Forest,34.181417,-118.074422,2002,6
Klamath National Forest,41.336017,-122.841974,2002,4
Plumas National Forest,39.937816,-120.94114,2002,1
Mendocino CAL FIRE,39.345892,-123.319092,2003,4
Bakersfield District - BLM  (old),35.369763,-118.969794,2003,7
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2003,2
Sequoia - Kings Canyon NP,36.49042,-118.82488,2003,5
Lake Taho Basin Management Unit,35.04304,-116.29502,2003,1
Inyo National Forest,37.313458,-118.139056,2003,4
Santa Barbara County,34.389656,-119.702652,2003,1
Los Padres National Forest,34.768611,-120.061716,2003,2
Redwood National and State Parks,41.127923,-124.007327,2003,1
Six Rivers National Forest,41.840065,-123.997312,2003,1
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2003,3
Sequoia National Forest,36.032162,-119.078781,2003,5
Fresno-Kings CAL FIRE,36.75156,-119.800612,2003,3
Modoc National Forest,41.339102,-121.147262,2003,4
Klamath National Forest,41.336017,-122.841974,2003,2
Los Angeles County,34.05513,-118.25703,2003,9
Angeles National Forest,34.181417,-118.074422,2003,3
Mendocino National Forest,39.172201,-122.90607,2003,15
Shasta-Trinity National Forest,40.520709,-122.301395,2003,2
Riverside CAL FIRE,33.496892,-117.1504,2003,9
Sierra National Forest,36.829829,-119.684965,2003,1
