unit,lat,lon,year,count,area_burned
San Bernardino National Forest,34.090473,-117.260245,1977,2,413.2568
San Bernardino CAL FIRE,34.136809,-117.29278,1977,4,9404.0975
Tahoe National Forest,39.301182,-120.678146,1977,1,1305.258
Siskiyou CAL FIRE,41.702654,-122.641241,1977,1,23447.45
Santa Clara CAL FIRE,37.356651,-121.961118,1977,1,4859.013
Mendocino National Forest,39.172201,-122.90607,1977,3,502.38689999999997
Cleveland National Forest,33.022118,-117.094959,1977,2,238.0187
Vandenberg Air Force Base,34.7483,-120.51817,1977,1,8526.154
Santa Barbara County,34.389656,-119.702652,1977,1,679.1344
Stanislaus National Forest,38.036256,-120.283203,1977,2,805.0932
Toiyabe National Forest,38.62689,-119.3935,1977,2,628.7215
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1977,3,174594.5294
Sierra National Forest,36.829829,-119.684965,1977,2,325.35749999999996
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1977,5,2493.8236
Sequoia National Forest,36.032162,-119.078781,1977,3,12999.907
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1977,2,6538.398499999999
Modoc National Forest,41.339102,-121.147262,1977,5,100589.55970000001
Riverside CAL FIRE,33.496892,-117.1504,1977,8,10185.4297
Inyo National Forest,37.313458,-118.139056,1977,2,266.7109
Sequoia - Kings Canyon NP,36.49042,-118.82488,1977,2,11073.358
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1977,1,9767.759
Plumas National Forest,39.937816,-120.94114,1977,4,7250.1986
Los Padres National Forest,34.768611,-120.061716,1977,1,2249.626
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1978,2,806.389
Inyo National Forest,37.313458,-118.139056,1978,1,349.4344
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1978,2,584.6386
Plumas National Forest,39.937816,-120.94114,1978,1,2595.755
San Diego CAL FIRE,32.72793,-117.15529,1978,10,7407.7877
Mendocino National Forest,39.172201,-122.90607,1978,1,134.8224
San Bernardino National Forest,34.090473,-117.260245,1978,2,427.6941
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1978,2,7779.0501
Eldorado National Forest,38.721085,-120.829644,1978,1,129.6247
Modoc National Forest,41.339102,-121.147262,1978,5,1403.8772999999999
Los Angeles County,34.05513,-118.25703,1978,8,34304.049100000004
Riverside CAL FIRE,33.496892,-117.1504,1978,13,19671.3768
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1978,1,4139.746
Sonoma CDF (old),38.290522,-122.459658,1978,2,11765.625
Marin County,37.87136,-122.513604,1978,1,112.554
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1978,1,747.6934
Sequoia National Forest,36.032162,-119.078781,1978,1,128.3356
San Bernardino CAL FIRE,34.136809,-117.29278,1978,2,4257.6377999999995
Butte CAL FIRE,36.01296,-116.830549,1978,1,734.1847
Stanislaus National Forest,38.036256,-120.283203,1978,1,227.8784
Pinnacles National Park,36.499123,-121.116237,1978,1,1939.991
Yosemite National Park,37.58395,-119.695053,1978,7,2381.7592
Klamath National Forest,41.336017,-122.841974,1978,1,181.8552
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1978,1,2041.852
Tahoe National Forest,39.301182,-120.678146,1978,1,1785.677
Los Padres National Forest,34.768611,-120.061716,1978,3,1158.2564
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1978,3,3617.3896000000004
Joshua Tree NP,33.913972,-115.839753,1978,1,7142.117
Cleveland National Forest,33.022118,-117.094959,1978,8,5701.132100000001
Ventura County,34.27834,-119.29317,1978,1,463.1794
Sequoia - Kings Canyon NP,36.49042,-118.82488,1978,1,102.0989
Vandenberg Air Force Base,34.7483,-120.51817,1978,1,259.8026
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1979,5,5171.5567
Butte CAL FIRE,36.01296,-116.830549,1979,3,1836.7309
Stanislaus National Forest,38.036256,-120.283203,1979,3,538.7932000000001
Fresno-Kings CAL FIRE,36.75156,-119.800612,1979,7,70204.3148
Inyo National Forest,37.313458,-118.139056,1979,1,400.6396
Joshua Tree NP,33.913972,-115.839753,1979,2,1249.3797
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1979,11,9400.8237
Vandenberg Air Force Base,34.7483,-120.51817,1979,1,124.7767
Santa Barbara County,34.389656,-119.702652,1979,8,8889.383600000001
Los Padres National Forest,34.768611,-120.061716,1979,6,11344.0342
Shasta-Trinity National Forest,40.520709,-122.301395,1979,1,255.3727
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1979,2,9595.822
Cleveland National Forest,33.022118,-117.094959,1979,23,33054.8802
Northern CA District - BLM,33.913568,-117.263252,1979,1,1452.04
Sierra National Forest,36.829829,-119.684965,1979,3,727.6224
Orange County,33.802647,-117.84931,1979,4,1669.0989
Ventura County,34.27834,-119.29317,1979,3,32987.8482
San Diego CAL FIRE,32.72793,-117.15529,1979,7,4132.4479
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1979,2,2172.4415
Plumas National Forest,39.937816,-120.94114,1979,1,297.2329
Tulare County,36.210334,-119.335214,1979,5,5302.195
Mendocino CAL FIRE,39.345892,-123.319092,1979,2,730.6887999999999
Yosemite National Park,37.58395,-119.695053,1979,1,114.0522
Sequoia - Kings Canyon NP,36.49042,-118.82488,1979,2,803.7336
San Luis Obispo CAL FIRE,35.266778,-120.659441,1979,7,6822.9722
Sequoia National Forest,36.032162,-119.078781,1979,4,3909.4804000000004
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1979,1,3127.661
Santa Clara CAL FIRE,37.356651,-121.961118,1979,6,2633.2809
San Bernardino National Forest,34.090473,-117.260245,1979,15,20668.1525
San Bernardino CAL FIRE,34.136809,-117.29278,1979,9,6184.0808
Los Angeles County,34.05513,-118.25703,1979,30,60852.852100000004
Riverside CAL FIRE,33.496892,-117.1504,1979,72,46517.6393
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1979,3,3463.7221
Modoc National Forest,41.339102,-121.147262,1979,1,2827.347
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1979,6,8862.9757
Eldorado National Forest,38.721085,-120.829644,1979,1,6927.485
San Diego CAL FIRE,32.72793,-117.15529,1980,2,4058.8278999999998
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1980,2,2559.6562
San Mateo - Santa Cruz CAL FIRE,37.562052,-122.308504,1980,1,377.8521
Mendocino CAL FIRE,39.345892,-123.319092,1980,1,471.162
Santa Barbara County,34.389656,-119.702652,1980,1,366.2997
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1980,5,1466.2687
Sonoma CDF (old),38.290522,-122.459658,1980,1,540.3382
Sequoia National Forest,36.032162,-119.078781,1980,6,8815.8114
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1980,1,847.9747
Toiyabe National Forest,38.62689,-119.3935,1980,1,161.4369
Butte CAL FIRE,36.01296,-116.830549,1980,2,535.244
Angeles National Forest,34.181417,-118.074422,1980,1,10008.61
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1980,4,1965.6583
Marin County,37.87136,-122.513604,1980,1,122.4878
San Bernardino National Forest,34.090473,-117.260245,1980,5,1559.675
Santa Clara CAL FIRE,37.356651,-121.961118,1980,7,4181.5047
Riverside CAL FIRE,33.496892,-117.1504,1980,50,138078.1222
Los Angeles County,34.05513,-118.25703,1980,29,52893.5515
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1980,4,1570.4005
Modoc National Forest,41.339102,-121.147262,1980,1,798.97
San Bernardino CAL FIRE,34.136809,-117.29278,1980,17,51721.956600000005
Sierra National Forest,36.829829,-119.684965,1980,5,2943.2218000000003
Orange County,33.802647,-117.84931,1980,1,18332.29
Shasta-Trinity National Forest,40.520709,-122.301395,1980,3,2192.6921
Plumas National Forest,39.937816,-120.94114,1980,3,1251.2587
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1980,5,2734.0336
Six Rivers National Forest,41.840065,-123.997312,1980,2,227.0293
Lassen National Forest,40.20725,-120.90771,1980,3,1855.8054000000002
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1980,6,4655.5377
Los Padres National Forest,34.768611,-120.061716,1980,2,6509.098599999999
Fresno-Kings CAL FIRE,36.75156,-119.800612,1980,3,1382.2259
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1980,3,2372.9201
San Luis Obispo CAL FIRE,35.266778,-120.659441,1980,1,246.2781
Ventura County,34.27834,-119.29317,1980,2,14370.55
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1980,4,2872.5905000000002
Cleveland National Forest,33.022118,-117.094959,1980,17,16116.8348
Sequoia - Kings Canyon NP,36.49042,-118.82488,1980,4,10217.9691
Yosemite National Park,37.58395,-119.695053,1980,7,5757.1734
Cleveland National Forest,33.022118,-117.094959,1981,11,16122.2509
San Bernardino National Forest,34.090473,-117.260245,1981,4,3178.4269000000004
Stanislaus National Forest,38.036256,-120.283203,1981,1,860.0577
Six Rivers National Forest,41.840065,-123.997312,1981,2,305.2051
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1981,3,8679.42
San Luis Obispo CAL FIRE,35.266778,-120.659441,1981,14,9886.0754
Plumas National Forest,39.937816,-120.94114,1981,1,6852.312
Klamath National Forest,41.336017,-122.841974,1981,2,1056.7694
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1981,8,60387.579399999995
San Diego CAL FIRE,32.72793,-117.15529,1981,8,3187.2568
Tulare County,36.210334,-119.335214,1981,2,1309.5702
Modoc National Forest,41.339102,-121.147262,1981,4,1866.7144
Bakersfield District - BLM  (old),35.369763,-118.969794,1981,1,597.419
Yosemite National Park,37.58395,-119.695053,1981,3,2982.8652
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1981,3,3031.8809
Los Angeles County,34.05513,-118.25703,1981,20,25575.9353
Santa Clara CAL FIRE,37.356651,-121.961118,1981,3,4534.2183
Marin County,37.87136,-122.513604,1981,2,390.898
Riverside CAL FIRE,33.496892,-117.1504,1981,37,52112.651
Sequoia - Kings Canyon NP,36.49042,-118.82488,1981,1,185.9576
San Bernardino CAL FIRE,34.136809,-117.29278,1981,6,9640.2971
Sierra National Forest,36.829829,-119.684965,1981,2,1612.9308
Ventura County,34.27834,-119.29317,1981,1,376.4337
Inyo National Forest,37.313458,-118.139056,1981,1,240.8743
Butte CAL FIRE,36.01296,-116.830549,1981,2,7604.6942
Los Padres National Forest,34.768611,-120.061716,1981,1,1638.035
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1981,4,16642.347599999997
Mendocino CAL FIRE,39.345892,-123.319092,1981,3,26020.0217
Sequoia National Forest,36.032162,-119.078781,1981,4,4694.1805
Eldorado National Forest,38.721085,-120.829644,1981,1,3842.878
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1981,2,1237.7263
Shasta-Trinity National Forest,40.520709,-122.301395,1981,1,944.1559
Santa Barbara County,34.389656,-119.702652,1981,2,4500.727
Vandenberg Air Force Base,34.7483,-120.51817,1981,1,8688.024
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1981,6,3084.0777
Fresno-Kings CAL FIRE,36.75156,-119.800612,1981,4,2862.7438
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1981,4,2872.2174999999997
Toiyabe National Forest,38.62689,-119.3935,1981,2,11089.575
Pinnacles National Park,36.499123,-121.116237,1982,1,232.1424
Marin County,37.87136,-122.513604,1982,2,236.93810000000002
San Diego CAL FIRE,32.72793,-117.15529,1982,6,11317.52
Vandenberg Air Force Base,34.7483,-120.51817,1982,1,266.8082
Cleveland National Forest,33.022118,-117.094959,1982,11,2780.102
Modoc National Forest,41.339102,-121.147262,1982,1,316.9439
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1982,1,439.4886
Santa Barbara County,34.389656,-119.702652,1982,1,150.8283
San Bernardino CAL FIRE,34.136809,-117.29278,1982,2,675.6236
Santa Clara CAL FIRE,37.356651,-121.961118,1982,2,1815.652
Orange County,33.802647,-117.84931,1982,1,20142.33
Los Padres National Forest,34.768611,-120.061716,1982,1,803.3445
Northern CA District - BLM,33.913568,-117.263252,1982,1,255.8
Ventura County,34.27834,-119.29317,1982,1,2648.495
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1982,2,6742.0697
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1982,5,9412.5358
Los Angeles County,34.05513,-118.25703,1982,8,45971.8908
Fresno-Kings CAL FIRE,36.75156,-119.800612,1982,2,2298.7996000000003
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1982,2,4077.7834000000003
Sequoia - Kings Canyon NP,36.49042,-118.82488,1982,1,100.7684
Riverside CAL FIRE,33.496892,-117.1504,1982,18,6366.5560000000005
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1982,3,4481.9904
Sequoia National Forest,36.032162,-119.078781,1982,4,3371.9561
Yosemite National Park,37.58395,-119.695053,1982,1,110.6148
Klamath National Forest,41.336017,-122.841974,1982,1,131.325
Tulare County,36.210334,-119.335214,1982,3,1723.2305999999999
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1982,3,3025.6949
San Luis Obispo CAL FIRE,35.266778,-120.659441,1982,5,4043.9209
Six Rivers National Forest,41.840065,-123.997312,1982,3,661.1708
San Bernardino National Forest,34.090473,-117.260245,1982,1,6152.72
Los Angeles County,34.05513,-118.25703,1983,21,6559.0782
Yosemite National Park,37.58395,-119.695053,1983,2,1514.2871
Bakersfield District - BLM  (old),35.369763,-118.969794,1983,1,107.1211
Santa Clara CAL FIRE,37.356651,-121.961118,1983,4,5902.579299999999
Tulare County,36.210334,-119.335214,1983,4,3663.5382
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1983,1,303.195
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1983,6,5665.3866
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1983,3,1177.0228000000002
Ventura County,34.27834,-119.29317,1983,1,232.4762
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1983,2,1225.757
Santa Barbara County,34.389656,-119.702652,1983,2,735.0211
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1983,1,262.6048
Sequoia National Forest,36.032162,-119.078781,1983,2,368.62469999999996
Butte CAL FIRE,36.01296,-116.830549,1983,3,6689.54
San Diego CAL FIRE,32.72793,-117.15529,1983,8,3049.8771
Cleveland National Forest,33.022118,-117.094959,1983,9,2049.1242
San Luis Obispo CAL FIRE,35.266778,-120.659441,1983,2,1174.3490000000002
Los Padres National Forest,34.768611,-120.061716,1983,2,4900.6512
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1983,1,271.0245
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1983,2,447.9808
Fresno-Kings CAL FIRE,36.75156,-119.800612,1983,4,10785.479299999999
Plumas National Forest,39.937816,-120.94114,1983,1,118.7158
Klamath National Forest,41.336017,-122.841974,1983,1,308.0937
Inyo National Forest,37.313458,-118.139056,1983,1,265.9426
San Bernardino National Forest,34.090473,-117.260245,1983,3,7357.517400000001
San Bernardino CAL FIRE,34.136809,-117.29278,1983,8,6211.4468
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1983,2,1638.34
Riverside CAL FIRE,33.496892,-117.1504,1983,12,11065.1353
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1984,1,109.6496
Sequoia National Forest,36.032162,-119.078781,1984,9,30816.402
Mendocino CAL FIRE,39.345892,-123.319092,1984,1,205.6438
San Mateo - Santa Cruz CAL FIRE,37.562052,-122.308504,1984,2,1377.3637999999999
Klamath National Forest,41.336017,-122.841974,1984,1,170.3765
Siskiyou CAL FIRE,41.702654,-122.641241,1984,1,284.1205
Joshua Tree NP,33.913972,-115.839753,1984,2,3810.0624
Butte CAL FIRE,36.01296,-116.830549,1984,1,6192.224
San Luis Obispo CAL FIRE,35.266778,-120.659441,1984,10,7167.3427
San Bernardino National Forest,34.090473,-117.260245,1984,4,5022.2718
Plumas National Forest,39.937816,-120.94114,1984,2,1238.4395
Kern County,35.304076,-118.730207,1984,3,11244.838
Lassen National Forest,40.20725,-120.90771,1984,3,2055.1687
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1984,1,477.8259
Fresno-Kings CAL FIRE,36.75156,-119.800612,1984,5,9391.2786
Tulare County,36.210334,-119.335214,1984,4,7774.2261
Santa Barbara County,34.389656,-119.702652,1984,2,1307.6455
Riverside CAL FIRE,33.496892,-117.1504,1984,6,9049.2693
Los Padres National Forest,34.768611,-120.061716,1984,4,2323.4815
Bakersfield District - BLM  (old),35.369763,-118.969794,1984,1,1545.408
Sierra National Forest,36.829829,-119.684965,1984,1,424.176
Shasta-Trinity National Forest,40.520709,-122.301395,1984,1,308.5837
Tahoe National Forest,39.301182,-120.678146,1984,1,787.964
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1984,1,2858.847
Ventura County,34.27834,-119.29317,1984,2,17392.600000000002
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1984,3,1199.5104000000001
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1984,1,876.6122
Orange County,33.802647,-117.84931,1984,3,2902.124
Santa Clara CAL FIRE,37.356651,-121.961118,1984,4,9065.201000000001
Mendocino National Forest,39.172201,-122.90607,1984,1,998.5534
San Bernardino CAL FIRE,34.136809,-117.29278,1984,4,5915.1585
Yosemite National Park,37.58395,-119.695053,1984,3,1055.0793
Toiyabe National Forest,38.62689,-119.3935,1984,6,27678.304600000003
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1984,3,2583.825
Vandenberg Air Force Base,34.7483,-120.51817,1984,2,2161.6459
Modoc National Forest,41.339102,-121.147262,1984,3,5908.0792
Cleveland National Forest,33.022118,-117.094959,1984,6,1072.6408999999999
Sequoia - Kings Canyon NP,36.49042,-118.82488,1984,4,1154.426
Inyo National Forest,37.313458,-118.139056,1984,1,199.5711
Marin County,37.87136,-122.513604,1984,2,636.5978
San Diego CAL FIRE,32.72793,-117.15529,1984,5,6508.028
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1984,3,2261.8855
Lassen Volcanic NP,40.493508,-121.407618,1984,2,1066.3289
Los Angeles County,34.05513,-118.25703,1984,16,8055.0447
Cleveland National Forest,33.022118,-117.094959,1985,9,20841.903599999998
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1985,5,11673.5726
Six Rivers National Forest,41.840065,-123.997312,1985,1,277.4279
Fresno-Kings CAL FIRE,36.75156,-119.800612,1985,2,6686.4285
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1985,3,522.3009000000001
Mendocino CAL FIRE,39.345892,-123.319092,1985,1,902.6693
Eldorado National Forest,38.721085,-120.829644,1985,1,224.2334
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1985,1,982.3906
San Mateo - Santa Cruz CAL FIRE,37.562052,-122.308504,1985,1,128.653
Sequoia National Forest,36.032162,-119.078781,1985,7,11021.786499999998
Stanislaus National Forest,38.036256,-120.283203,1985,3,1489.9702
Inyo National Forest,37.313458,-118.139056,1985,4,1498.7133
Bakersfield District - BLM  (old),35.369763,-118.969794,1985,2,7369.606
Toiyabe National Forest,38.62689,-119.3935,1985,1,117.3884
San Diego CAL FIRE,32.72793,-117.15529,1985,5,2795.4208
San Bernardino CAL FIRE,34.136809,-117.29278,1985,4,13669.2481
Riverside CAL FIRE,33.496892,-117.1504,1985,10,3919.0173
Sequoia - Kings Canyon NP,36.49042,-118.82488,1985,3,5583.6354
Los Padres National Forest,34.768611,-120.061716,1985,5,122386.6971
Sierra National Forest,36.829829,-119.684965,1985,1,764.2937
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1985,6,46392.237799999995
Santa Monica Mtns National Recreation Area,34.114193,-119.072796,1985,1,5390.651
Yosemite National Park,37.58395,-119.695053,1985,8,5791.9843
Shasta-Trinity National Forest,40.520709,-122.301395,1985,5,7885.572
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1985,2,2041.0439
Santa Clara CAL FIRE,37.356651,-121.961118,1985,5,16245.703099999999
Los Angeles County,34.05513,-118.25703,1985,10,13441.6863
Orange County,33.802647,-117.84931,1985,4,4967.3724
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1985,2,1400.6245
Butte CAL FIRE,36.01296,-116.830549,1985,1,1268.286
Ventura County,34.27834,-119.29317,1985,5,129043.06649999999
Northern CA District - BLM,33.913568,-117.263252,1985,3,2230.4503
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1985,5,3141.5575
San Bernardino National Forest,34.090473,-117.260245,1985,2,21114.896
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1985,1,153.7729
San Luis Obispo CAL FIRE,35.266778,-120.659441,1985,6,86959.1293
Lassen National Forest,40.20725,-120.90771,1985,2,1118.2774
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1985,2,3454.56
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1986,2,881.5367
San Bernardino National Forest,34.090473,-117.260245,1986,3,965.1178
Eldorado National Forest,38.721085,-120.829644,1986,1,551.6621
Sierra National Forest,36.829829,-119.684965,1986,2,13955.48
Fresno-Kings CAL FIRE,36.75156,-119.800612,1986,1,592.6508
Shasta-Trinity National Forest,40.520709,-122.301395,1986,1,490.4011
Yosemite National Park,37.58395,-119.695053,1986,4,4448.7431
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1986,2,332.3952
Cleveland National Forest,33.022118,-117.094959,1986,5,2406.984
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1986,4,1804.2412
Plumas National Forest,39.937816,-120.94114,1986,1,117.8196
Tahoe National Forest,39.301182,-120.678146,1986,1,2040.238
Toiyabe National Forest,38.62689,-119.3935,1986,1,3381.144
Tulare County,36.210334,-119.335214,1986,1,736.4492
Sonoma CDF (old),38.290522,-122.459658,1986,1,298.7354
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1986,2,605.843
Vandenberg Air Force Base,34.7483,-120.51817,1986,1,138.5683
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1986,6,13481.9167
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1986,3,1206.3888000000002
Ventura County,34.27834,-119.29317,1986,1,9229.24
San Bernardino CAL FIRE,34.136809,-117.29278,1986,1,649.6453
San Diego CAL FIRE,32.72793,-117.15529,1986,6,3502.7484
Mendocino National Forest,39.172201,-122.90607,1986,1,368.7894
Santa Clara CAL FIRE,37.356651,-121.961118,1986,1,322.3807
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1986,1,419.1921
Los Angeles County,34.05513,-118.25703,1986,13,5892.1289
Kern County,35.304076,-118.730207,1986,1,12139.81
Riverside CAL FIRE,33.496892,-117.1504,1986,5,3634.2517
Stanislaus National Forest,38.036256,-120.283203,1986,1,114.01
Butte CAL FIRE,36.01296,-116.830549,1986,3,1027.973
Northern CA District - BLM,33.913568,-117.263252,1986,2,4546.294
Inyo National Forest,37.313458,-118.139056,1986,1,538.0536
Sequoia - Kings Canyon NP,36.49042,-118.82488,1986,2,792.5527999999999
Los Padres National Forest,34.768611,-120.061716,1986,1,2557.235
San Luis Obispo CAL FIRE,35.266778,-120.659441,1986,6,4463.546
Sequoia National Forest,36.032162,-119.078781,1986,2,836.8162
Bakersfield District - BLM  (old),35.369763,-118.969794,1986,2,755.5152
Angeles National Forest,34.181417,-118.074422,1986,1,3986.863
Bakersfield District - BLM  (old),35.369763,-118.969794,1987,6,3087.9282000000003
Los Angeles County,34.05513,-118.25703,1987,8,11370.0301
Riverside CAL FIRE,33.496892,-117.1504,1987,9,8324.1063
Madera - Mariposa CAL FIRE,36.964948,-120.076345,1987,2,2091.0819
Tahoe National Forest,39.301182,-120.678146,1987,3,12108.798299999999
Toiyabe National Forest,38.62689,-119.3935,1987,2,7350.6359999999995
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1987,3,5742.3431
Monterey - San Benito CAL FIRE,37.017762,-121.577375,1987,3,862.5835000000001
San Diego CAL FIRE,32.72793,-117.15529,1987,8,20181.2641
Inyo National Forest,37.313458,-118.139056,1987,3,1633.6208000000001
Joshua Tree NP,33.913972,-115.839753,1987,3,1409.1539999999998
Cleveland National Forest,33.022118,-117.094959,1987,6,10278.012
Ventura County,34.27834,-119.29317,1987,2,1847.4545
San Bernardino CAL FIRE,34.136809,-117.29278,1987,5,2665.9772000000003
Tulare County,36.210334,-119.335214,1987,2,5195.7622
San Luis Obispo CAL FIRE,35.266778,-120.659441,1987,8,14885.7134
Lassen Volcanic NP,40.493508,-121.407618,1987,1,720.4342
Santa Clara CAL FIRE,37.356651,-121.961118,1987,3,2362.6144
Mendocino National Forest,39.172201,-122.90607,1987,4,17797.9691
Northern CA District - BLM,33.913568,-117.263252,1987,3,2080.6066
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,1987,1,4339.02
Marin County,37.87136,-122.513604,1987,2,565.0840000000001
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1987,1,343.8031
Stanislaus National Forest,38.036256,-120.283203,1987,9,149479.2916
Sierra National Forest,36.829829,-119.684965,1987,1,1487.008
Fresno-Kings CAL FIRE,36.75156,-119.800612,1987,3,6872.2474
Sequoia - Kings Canyon NP,36.49042,-118.82488,1987,5,1915.2395
Sequoia National Forest,36.032162,-119.078781,1987,5,13613.0886
Los Padres National Forest,34.768611,-120.061716,1987,4,6247.2257
San Bernardino National Forest,34.090473,-117.260245,1987,14,7680.672
Kern County,35.304076,-118.730207,1987,1,463.5564
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1987,2,11949.194800000001
Klamath National Forest,41.336017,-122.841974,1987,25,263974.9734
Shasta-Trinity National Forest,40.520709,-122.301395,1987,21,98094.6889
Butte CAL FIRE,36.01296,-116.830549,1987,2,40039.0008
Plumas National Forest,39.937816,-120.94114,1987,2,539.1829
Yosemite National Park,37.58395,-119.695053,1987,6,7844.7949
Mendocino CAL FIRE,39.345892,-123.319092,1987,3,67935.1007
Six Rivers National Forest,41.840065,-123.997312,1987,4,14465.5405
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1987,1,183.4526
Lassen National Forest,40.20725,-120.90771,1987,4,23918.788800000002
Modoc National Forest,41.339102,-121.147262,1987,3,6111.275000000001
Tehama - Glenn CAL FIRE,40.570817,-122.401684,1988,1,529.6204
Lassen - Modoc CAL FIRE,40.409773,-120.651752,1988,2,7048.541
Santa Clara CAL FIRE,37.356651,-121.961118,1988,4,1590.2904
Shasta-Trinity National Forest,40.520709,-122.301395,1988,3,8994.8838
Sequoia - Kings Canyon NP,36.49042,-118.82488,1988,4,4379.5367
Sonoma CDF (old),38.290522,-122.459658,1988,4,13257.8855
Sierra National Forest,36.829829,-119.684965,1988,6,8312.7422
Los Padres National Forest,34.768611,-120.061716,1988,2,6406.8608
Cleveland National Forest,33.022118,-117.094959,1988,5,2055.5044
Tulare County,36.210334,-119.335214,1988,2,3184.715
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,1988,5,14198.8119
Marin County,37.87136,-122.513604,1988,2,318.0546
Riverside CAL FIRE,33.496892,-117.1504,1988,26,20001.5102
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,1988,2,36555.2175
Ventura County,34.27834,-119.29317,1988,2,12438.9942
Tahoe National Forest,39.301182,-120.678146,1988,1,107.6713
Amador - El Dorado CAL FIRE,38.377199,-120.801545,1988,1,329.0369
Mendocino National Forest,39.172201,-122.90607,1988,4,5890.977
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,1988,3,41012.2967
Shasta - Trinity CAL FIRE,40.546793,-122.3855,1988,1,7558.078
Butte CAL FIRE,36.01296,-116.830549,1988,1,155.8058
