unit,lat,lon,year,count,area_burned
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2008,6,39980.106700000004
Los Padres National Forest,34.768611,-120.061716,2008,5,266076.6693
Lava Beds National Monument,41.759362,-121.516875,2008,1,6067.5
Los Angeles County,34.05513,-118.25703,2008,2,14868.431199999999
Plumas National Forest,39.937816,-120.94114,2008,10,45778.6602
Tulare County,36.210334,-119.335214,2008,4,1644.2862
Stanislaus National Forest,38.036256,-120.283203,2008,2,3882.0186000000003
Sequoia National Forest,36.032162,-119.078781,2008,4,53756.9943
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2008,1,250.526
San Bernardino National Forest,34.090473,-117.260245,2008,3,1243.2618
Santa Clara CAL FIRE,37.356651,-121.961118,2008,4,5529.430899999999
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2008,1,564.0862
San Luis Obispo CAL FIRE,35.266778,-120.659441,2008,1,154.3002
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2008,4,1716.1396000000002
San Diego CAL FIRE,32.72793,-117.15529,2008,3,473.5521
Shasta-Trinity National Forest,40.520709,-122.301395,2008,31,301860.81440000003
Angeles National Forest,34.181417,-118.074422,2008,5,17024.4601
Santa Barbara County,34.389656,-119.702652,2008,1,1946.342
San Bernardino CAL FIRE,34.136809,-117.29278,2008,3,1210.2625
Inyo National Forest,37.313458,-118.139056,2008,3,1869.9948000000002
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2008,8,17203.9912
Kern County,35.304076,-118.730207,2008,1,527.1841
Sierra National Forest,36.829829,-119.684965,2008,6,4135.2168
Six Rivers National Forest,41.840065,-123.997312,2008,9,161498.0893
Tahoe National Forest,39.301182,-120.678146,2008,7,24950.2901
Fresno-Kings CAL FIRE,36.75156,-119.800612,2008,4,2551.6526999999996
San Joaquin River National Wildlife Refuge,37.606243,-121.195342,2008,1,573.1215
San Mateo - Santa Cruz CAL FIRE,37.562052,-122.308504,2008,3,1287.6616
Butte CAL FIRE,36.01296,-116.830549,2008,4,80021.2249
Riverside CAL FIRE,33.496892,-117.1504,2008,2,30761.6443
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2008,3,1395.3567
Sequoia - Kings Canyon NP,36.49042,-118.82488,2008,2,15334.068
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2009,1,852.8038
Mendocino National Forest,39.172201,-122.90607,2009,1,287.0728
Angeles National Forest,34.181417,-118.074422,2009,4,163612.2027
Joshua Tree NP,33.913972,-115.839753,2009,1,450.7557
San Luis Obispo CAL FIRE,35.266778,-120.659441,2009,1,123.0641
San Mateo - Santa Cruz CAL FIRE,37.562052,-122.308504,2009,2,8452.4607
Santa Clara CAL FIRE,37.356651,-121.961118,2009,4,16684.5067
CA Desert District - BLM,33.839864,-116.505059,2009,2,399.746
Plumas National Forest,39.937816,-120.94114,2009,4,1023.5321
Inyo National Forest,37.313458,-118.139056,2009,2,3082.0276
Six Rivers National Forest,41.840065,-123.997312,2009,1,5193.642
Hoopa Valley Tribe,41.04778,-123.67278,2009,1,2831.125
Siskiyou CAL FIRE,41.702654,-122.641241,2009,1,103.3653
Los Angeles County,34.05513,-118.25703,2009,6,1139.0893
Tulare County,36.210334,-119.335214,2009,1,294.5972
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2009,4,704.1088
Sequoia - Kings Canyon NP,36.49042,-118.82488,2009,1,664.1164
Los Padres National Forest,34.768611,-120.061716,2009,3,98635.0318
Yosemite National Park,37.58395,-119.695053,2009,4,13539.003
Shasta-Trinity National Forest,40.520709,-122.301395,2009,2,1520.9867
Vandenberg Air Force Base,34.7483,-120.51817,2009,1,562.13
Lassen Volcanic NP,40.493508,-121.407618,2009,1,1662.092
Lassen National Forest,40.20725,-120.90771,2009,3,11362.3404
Sequoia National Forest,36.032162,-119.078781,2009,6,5848.1089
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2009,3,2452.117
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2009,6,18566.1483
Santa Barbara County,34.389656,-119.702652,2009,3,9297.224999999999
Klamath National Forest,41.336017,-122.841974,2009,4,5232.4701000000005
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2009,5,5358.2375
San Diego CAL FIRE,32.72793,-117.15529,2009,1,106.1154
Riverside CAL FIRE,33.496892,-117.1504,2009,2,538.3946
Kern County,35.304076,-118.730207,2009,7,2123.1475
San Bernardino CAL FIRE,34.136809,-117.29278,2009,4,3113.5321
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2009,2,8692.78
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2009,2,570.6834
Orange County,33.802647,-117.84931,2009,1,141.9777
San Bernardino National Forest,34.090473,-117.260245,2009,4,10163.249099999999
Ventura County,34.27834,-119.29317,2009,2,17639.155199999997
Stanislaus National Forest,38.036256,-120.283203,2009,1,6129.376
Northern CA District - BLM,33.913568,-117.263252,2009,1,1426.45
Klamath National Forest,41.336017,-122.841974,2010,1,335.4693
Sequoia National Forest,36.032162,-119.078781,2010,2,25784.327
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2010,1,183.3139
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2010,2,2062.5172000000002
San Bernardino CAL FIRE,34.136809,-117.29278,2010,1,105.7345
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2010,3,2261.3190999999997
Vandenberg Air Force Base,34.7483,-120.51817,2010,1,1219.537
Los Padres National Forest,34.768611,-120.061716,2010,1,1150.365
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2010,1,346.9244
Riverside CAL FIRE,33.496892,-117.1504,2010,7,3468.0704
Sierra National Forest,36.829829,-119.684965,2010,1,470.9669
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2010,1,202.355
Butte CAL FIRE,36.01296,-116.830549,2010,2,798.0154
Yosemite National Park,37.58395,-119.695053,2010,2,2675.0949
Cleveland National Forest,33.022118,-117.094959,2010,3,1317.7958
Tulare County,36.210334,-119.335214,2010,2,1808.4215
Los Angeles County,34.05513,-118.25703,2010,3,12875.3529
Kern County,35.304076,-118.730207,2010,9,4335.53
Fresno-Kings CAL FIRE,36.75156,-119.800612,2010,1,236.6831
Northern CA District - BLM,33.913568,-117.263252,2010,4,11382.7764
Inyo National Forest,37.313458,-118.139056,2010,1,1204.507
Stanislaus National Forest,38.036256,-120.283203,2010,2,1050.3442
Sequoia - Kings Canyon NP,36.49042,-118.82488,2010,1,9021.522
CA Desert District - BLM,33.839864,-116.505059,2010,2,2412.3132
San Luis National Wildlife Refuge,37.200301,-120.843549,2010,1,223.4276
San Luis Obispo CAL FIRE,35.266778,-120.659441,2010,2,305.442
Joshua Tree NP,33.913972,-115.839753,2010,1,110.6722
Angeles National Forest,34.181417,-118.074422,2010,2,793.3458
Modoc National Forest,41.339102,-121.147262,2010,1,146.8712
Plumas National Forest,39.937816,-120.94114,2010,2,1142.6716000000001
Santa Barbara County,34.389656,-119.702652,2010,1,356.9384
San Diego CAL FIRE,32.72793,-117.15529,2010,4,1106.3193999999999
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2010,1,231.0703
Bakersfield District - BLM  (old),35.369763,-118.969794,2010,4,4168.8355
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2010,2,265.3725
Santa Clara CAL FIRE,37.356651,-121.961118,2010,4,1758.8758
San Bernardino CAL FIRE,34.136809,-117.29278,2011,5,7586.828700000001
CA Desert District - BLM,33.839864,-116.505059,2011,8,2220.9047
Angeles National Forest,34.181417,-118.074422,2011,1,601.9916
Yosemite National Park,37.58395,-119.695053,2011,3,2285.2147999999997
Tulare County,36.210334,-119.335214,2011,5,3164.9847
San Luis Obispo CAL FIRE,35.266778,-120.659441,2011,4,2231.5203
Los Angeles County,34.05513,-118.25703,2011,7,1367.5797
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2011,5,981.2097
Orange County,33.802647,-117.84931,2011,1,508.3433
San Bernardino National Forest,34.090473,-117.260245,2011,2,1481.7165
Siskiyou CAL FIRE,41.702654,-122.641241,2011,1,120.1135
Kern County,35.304076,-118.730207,2011,24,102158.2173
Stanislaus National Forest,38.036256,-120.283203,2011,1,507.4517
Six Rivers National Forest,41.840065,-123.997312,2011,1,1457.138
Fresno-Kings CAL FIRE,36.75156,-119.800612,2011,4,701.1712
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2011,4,1567.2991
Eldorado National Forest,38.721085,-120.829644,2011,3,927.084
Inyo National Forest,37.313458,-118.139056,2011,1,206.3687
Modoc National Forest,41.339102,-121.147262,2011,3,4401.412
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2011,2,1019.4495999999999
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2011,3,1935.0140999999999
Bakersfield District - BLM  (old),35.369763,-118.969794,2011,6,2308.3623000000002
Santa Barbara County,34.389656,-119.702652,2011,2,360.6823
Santa Clara CAL FIRE,37.356651,-121.961118,2011,4,1611.0359999999998
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2011,1,523.9898
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2011,2,1210.5719
Klamath National Forest,41.336017,-122.841974,2011,1,561.7266
San Diego CAL FIRE,32.72793,-117.15529,2011,5,16664.1739
Northern CA District - BLM,33.913568,-117.263252,2011,3,2668.0399
Riverside CAL FIRE,33.496892,-117.1504,2011,3,1605.1700999999998
Cleveland National Forest,33.022118,-117.094959,2011,2,244.6451
Mendocino CAL FIRE,39.345892,-123.319092,2011,1,643.9498
Sequoia National Forest,36.032162,-119.078781,2011,6,28404.636700000003
Los Padres National Forest,34.768611,-120.061716,2011,3,907.376
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2012,3,1074.1388
Klamath National Forest,41.336017,-122.841974,2012,3,22814.0063
Joshua Tree NP,33.913972,-115.839753,2012,1,257.6587
Kern County,35.304076,-118.730207,2012,7,3831.6065
Death Valley NP,36.483943,-117.129028,2012,1,440.8306
Lassen Volcanic NP,40.493508,-121.407618,2012,1,28073.2
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2012,1,230.5122
Fresno-Kings CAL FIRE,36.75156,-119.800612,2012,1,135.8578
CA Desert District - BLM,33.839864,-116.505059,2012,11,48074.0453
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2012,5,3300.7154
Sierra National Forest,36.829829,-119.684965,2012,1,717.9003
San Bernardino National Forest,34.090473,-117.260245,2012,4,1748.9864
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2012,1,2530.048
Los Angeles County,34.05513,-118.25703,2012,4,1647.359
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2012,1,27670.38
Riverside CAL FIRE,33.496892,-117.1504,2012,4,3605.6526
San Diego CAL FIRE,32.72793,-117.15529,2012,4,10878.3482
Modoc National Forest,41.339102,-121.147262,2012,3,2428.892
Northern CA District - BLM,33.913568,-117.263252,2012,6,320825.52989999996
Mendocino National Forest,39.172201,-122.90607,2012,2,71337.97
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2012,7,31418.1223
Yosemite National Park,37.58395,-119.695053,2012,1,1704.926
Sequoia National Forest,36.032162,-119.078781,2012,4,2677.7432
Mendocino CAL FIRE,39.345892,-123.319092,2012,3,5078.7369
Butte CAL FIRE,36.01296,-116.830549,2012,2,1758.2789
Northern California District BLM,33.839864,-116.505059,2012,1,12575.24
Shasta-Trinity National Forest,40.520709,-122.301395,2012,6,53969.3316
Plumas National Forest,39.937816,-120.94114,2012,2,77058.4701
Stanislaus National Forest,38.036256,-120.283203,2012,2,1316.8862000000001
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2012,1,1662.4
San Luis Obispo CAL FIRE,35.266778,-120.659441,2012,3,929.0065
Angeles National Forest,34.181417,-118.074422,2012,1,4192.321
Los Padres National Forest,34.768611,-120.061716,2012,2,1050.5002
Sequoia - Kings Canyon NP,36.49042,-118.82488,2012,1,324.3438
Siskiyou CAL FIRE,41.702654,-122.641241,2012,1,192.0436
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2012,3,1434.7271
Plumas National Forest,39.937816,-120.94114,2013,1,335.9537
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2013,2,8258.213600000001
Riverside CAL FIRE,33.496892,-117.1504,2013,5,24131.5066
Los Angeles County,34.05513,-118.25703,2013,3,1014.2488000000001
San Bernardino National Forest,34.090473,-117.260245,2013,5,32343.702199999996
Sequoia National Forest,36.032162,-119.078781,2013,5,3459.0782
Tahoe National Forest,39.301182,-120.678146,2013,1,27430.52
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2013,2,391.0575
San Diego CAL FIRE,32.72793,-117.15529,2013,5,11625.3261
Eldorado National Forest,38.721085,-120.829644,2013,1,570.8655
San Luis National Wildlife Refuge,37.200301,-120.843549,2013,1,431.1986
Sequoia - Kings Canyon NP,36.49042,-118.82488,2013,1,681.3786
Angeles National Forest,34.181417,-118.074422,2013,3,30719.263999999996
Stanislaus National Forest,38.036256,-120.283203,2013,2,257251.377
San Bernardino CAL FIRE,34.136809,-117.29278,2013,2,941.1043
Kern County,35.304076,-118.730207,2013,3,5669.9267
Santa Clara CAL FIRE,37.356651,-121.961118,2013,2,3585.7708
Ventura County,34.27834,-119.29317,2013,2,24205.0935
Cleveland National Forest,33.022118,-117.094959,2013,3,1786.9198
Los Padres National Forest,34.768611,-120.061716,2013,4,3527.9986
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2013,2,665.5995
Six Rivers National Forest,41.840065,-123.997312,2013,3,35562.9669
Yosemite National Park,37.58395,-119.695053,2013,1,198.145
Mendocino CAL FIRE,39.345892,-123.319092,2013,1,187.4242
Camp Pendleton Marine Corps Base,33.465219,-117.51921,2013,1,2229.46
CA Desert District - BLM,33.839864,-116.505059,2013,1,261.724
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2013,3,11737.2802
Sierra National Forest,36.829829,-119.684965,2013,2,24645.133
Mendocino National Forest,39.172201,-122.90607,2013,2,530.6410000000001
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2013,7,4785.2763
Klamath National Forest,41.336017,-122.841974,2013,1,14785.88
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2013,3,543.6911
Fresno-Kings CAL FIRE,36.75156,-119.800612,2013,2,219.0425
Butte CAL FIRE,36.01296,-116.830549,2013,4,9851.921
Santa Monica Mtns National Recreation Area,34.114193,-119.072796,2013,1,161.9402
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2013,2,458.7854
Fresno-Kings CAL FIRE,36.75156,-119.800612,2014,1,102.4423
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2014,3,11264.7271
Sequoia National Forest,36.032162,-119.078781,2014,3,5648.614
Hoopa Valley Tribe,41.04778,-123.67278,2014,1,210.1771
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2014,1,4239.272
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2014,1,332.1736
Sierra National Forest,36.829829,-119.684965,2014,1,13831.64
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2014,3,14494.0082
Yosemite National Park,37.58395,-119.695053,2014,4,10907.8554
Shasta-Trinity National Forest,40.520709,-122.301395,2014,1,6181.773
Sacramento National Wildlife Refuge,39.407675,-122.164103,2014,1,251.6172
Eldorado National Forest,38.721085,-120.829644,2014,1,97684.55
Los Angeles County,34.05513,-118.25703,2014,1,117.0455
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2014,5,1975.4719
City of Weed Vol. Fire Dept.,41.917355,-87.757359,2014,1,516.2928
Lassen National Forest,40.20725,-120.90771,2014,3,72612.36679999999
Camp Pendleton Marine Corps Base,33.465219,-117.51921,2014,3,22008.636
Mendocino CAL FIRE,39.345892,-123.319092,2014,2,12936.3866
Cleveland National Forest,33.022118,-117.094959,2014,2,1229.0877
Lassen - Modoc CAL FIRE,40.409773,-120.651752,2014,1,13150.67
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2014,1,190.4012
Klamath National Forest,41.336017,-122.841974,2014,6,208775.2605
Butte CAL FIRE,36.01296,-116.830549,2014,2,713.9319
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2014,3,811.2347
Kern National Wildlife Refuge,35.739565,-119.620699,2014,1,116.9587
Kern County,35.304076,-118.730207,2014,1,3882.421
San Bernardino CAL FIRE,34.136809,-117.29278,2014,1,113.4199
Bitter Creek National Wildlife Refuge,34.959811,-119.31468,2014,1,223.7797
San Bernardino National Forest,34.090473,-117.260245,2014,1,2141.841
San Diego CAL FIRE,32.72793,-117.15529,2014,6,4489.8743
Angeles National Forest,34.181417,-118.074422,2014,3,2410.8103
Santa Barbara County,34.389656,-119.702652,2014,1,631.8137
Northern CA District - BLM,33.913568,-117.263252,2014,2,16305.734
Modoc National Forest,41.339102,-121.147262,2014,5,2712.955
Butte CAL FIRE,36.01296,-116.830549,2015,3,2337.7642
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2015,2,71204.1203
Cleveland National Forest,33.022118,-117.094959,2015,1,150.418
Ventura County,34.27834,-119.29317,2015,3,1638.2449
Angeles National Forest,34.181417,-118.074422,2015,3,1906.8063
Yosemite National Park,37.58395,-119.695053,2015,2,733.6831999999999
Six Rivers National Forest,41.840065,-123.997312,2015,16,97711.6042
Plumas National Forest,39.937816,-120.94114,2015,1,129.2855
Los Angeles County,34.05513,-118.25703,2015,3,1009.2634
Orange County,33.802647,-117.84931,2015,1,213.5105
Fresno-Kings CAL FIRE,36.75156,-119.800612,2015,1,137.3257
Los Padres National Forest,34.768611,-120.061716,2015,1,273.8199
Shasta-Trinity National Forest,40.520709,-122.301395,2015,20,158647.8739
Madera - Mariposa CAL FIRE,36.964948,-120.076345,2015,3,2784.648
Tehama - Glenn CAL FIRE,40.570817,-122.401684,2015,1,163.283
Northern CA District - BLM,33.913568,-117.263252,2015,2,10628.3215
Shasta - Trinity CAL FIRE,40.546793,-122.3855,2015,2,298.7125
Sequoia - Kings Canyon NP,36.49042,-118.82488,2015,2,425.2997
Modoc National Forest,41.339102,-121.147262,2015,1,4862.165
San Luis Obispo CAL FIRE,35.266778,-120.659441,2015,2,4258.26
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2015,2,2455.6056
Sequoia National Forest,36.032162,-119.078781,2015,1,6996.186
Mendocino CAL FIRE,39.345892,-123.319092,2015,1,111.9445
Santa Clara CAL FIRE,37.356651,-121.961118,2015,1,2989.925
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2015,2,1762.3023
Sierra National Forest,36.829829,-119.684965,2015,3,157747.06169999996
Riverside CAL FIRE,33.496892,-117.1504,2015,3,1773.6626
Humboldt - Del Norte CAL FIRE,40.641635,-123.926104,2015,9,5186.3303
Santa Barbara County,34.389656,-119.702652,2015,1,210.8346
Tuolumne - Calaveras CAL FIRE,37.951264,-120.239362,2015,3,740.2566999999999
San Bernardino CAL FIRE,34.136809,-117.29278,2015,1,6537.519
Siskiyou CAL FIRE,41.702654,-122.641241,2015,1,398.4229
Sonoma - Lake - Napa CAL FIRE,38.415408,-122.941475,2015,7,179717.3924
San Bernardino National Forest,34.090473,-117.260245,2015,3,35651.558099999995
Inyo National Forest,37.313458,-118.139056,2015,2,4328.3195
San Diego CAL FIRE,32.72793,-117.15529,2015,1,170.9495
Yosemite National Park,37.58395,-119.695053,2016,1,1000.718
Monterey - San Benito CAL FIRE,37.017762,-121.577375,2016,4,136290.74039999998
San Luis Obispo CAL FIRE,35.266778,-120.659441,2016,2,46395.2691
Angeles National Forest,34.181417,-118.074422,2016,4,46931.106
San Diego CAL FIRE,32.72793,-117.15529,2016,1,7606.026
Amador - El Dorado CAL FIRE,38.377199,-120.801545,2016,2,581.2073
Butte CAL FIRE,36.01296,-116.830549,2016,4,1531.0207
Nevada - Yuba - Placer CAL FIRE,39.338868,-121.219045,2016,3,859.9446
San Bernardino CAL FIRE,34.136809,-117.29278,2016,1,104.2135
Northern California District BLM,33.839864,-116.505059,2016,4,51635.895599999996
Riverside CAL FIRE,33.496892,-117.1504,2016,3,1717.5822
Santa Clara CAL FIRE,37.356651,-121.961118,2016,3,4699.1074
Plumas National Forest,39.937816,-120.94114,2016,1,248.3702
San Bernardino National Forest,34.090473,-117.260245,2016,2,44377.55499999999
Fresno-Kings CAL FIRE,36.75156,-119.800612,2016,10,13105.8303
Modoc National Forest,41.339102,-121.147262,2016,2,2645.6870000000004
Sequoia National Forest,36.032162,-119.078781,2016,6,40921.3746
